index	word	valence	freq
591	promote	0.5308631923981011	15183
583	lack	1.0621136338450017	15154
44610	canada	-1.1708130008337319	15144
606	jewish	-0.6361977173946798	15133
690	liberal	0.6762943938374519	15093
1446	museum	-1.3612809717305936	14979
749	review	0.5115131344646215	14896
620	brother	-0.9026773696532472	14798
803	love	0.6043737598229201	14683
628	supply	-0.5381983169354498	14668
669	express	0.6793658868409693	14488
616	text	-0.7660260449629277	14460
650	troop	-1.478994688950479	14428
728	feel	0.7015372468158603	14299
1013	football	-0.5905905710533261	14255
676	wide	0.6398364689666778	14015
1368	muslim	-0.6518837194889784	14010
713	bird	-0.7651531915180385	13944
655	section	-1.2337074437527915	13922
675	speech	0.5922177289612591	13785
711	construction	-0.6400127563392743	13751
1074	coast	-0.8073027590289712	13674
1723	lake	-1.1502490709535778	13654
1046	wall	-1.4695978024974463	13628
2383	institute	-0.7496887096203864	13592
11474	israel	0.8671658062376082	13527
44464	henry	0.9210674373898656	13484
747	border	-1.5478292149491608	13465
58376	texas	0.9926127335056664	13313
695	capture	-0.8327020895449095	13187
967	province	-2.235021537868306	13186
759	writer	0.858468227321282	13139
705	location	-1.3626748197712004	13135
873	magazine	0.5244858558289707	13090
27242	russia	0.7815125718479976	13063
781	care	0.6886059406679124	13063
804	historical	-0.6021481782663614	13035
744	victory	-0.6088365148752928	12962
1869	parliament	-1.1959771489200648	12896
783	institution	-1.280472744256258	12882
792	native	-0.7600623263861053	12841
771	match	-0.5644498486071825	12741
1023	peace	0.5646749101579189	12696
1616	senator	-0.5753919032867998	12683
840	professional	0.662118800682947	12610
380	building	-1.4098187217023224	12563
875	vary	0.6613286975771189	12434
793	daughter	-0.7108816129039042	12399
753	decade	-1.081926766782999	12370
410	regard	0.58429638389498	12305
1137	port	-1.2280457995366303	12245
758	previous	-0.9998330113012344	12125
788	paper	-0.6812366747763008	12038
766	destroy	-0.6244845305336639	12030
802	previously	-0.6110088501591235	11972
849	commercial	-0.7202697061002254	11959
791	blood	-0.6471151690930128	11952
762	prior	-0.6545650397893041	11929
787	discover	-0.6016851630993187	11890
723	document	-0.6675017175730318	11830
797	arrive	-0.5261779818683863	11786
2904	navy	-1.5218904557987116	11739
1299	treaty	-0.7644058421719819	11711
892	tree	-0.7174470731988549	11658
795	soldier	-0.988233515061438	11631
1254	convention	-1.2139826596248895	11616
794	parent	-1.1729073119349778	11400
981	code	-0.7307876313570887	11373
1040	staff	-0.722962576081045	11362
1154	forest	-1.6357518564909697	11356
933	collection	-1.1392353060655296	11338
755	sexual	0.5894931382499635	11296
1084	campus	-0.9769266061484814	11290
879	interview	1.05061792768538	11263
853	past	-0.7041140482760966	11125
12686	smith	0.5034844400361179	11115
1457	library	-1.608900090213865	11067
855	highly	0.7491538619942729	11029
824	reject	0.6439682724885643	10994
1202	fish	-0.5902800008188933	10993
861	survive	-1.3002771311439574	10973
1197	channel	-1.1561625129543245	10900
920	mission	-0.8263294585049152	10880
925	credit	0.8081473070196807	10873
1228	mountain	-0.8045072425156832	10858
1136	gold	-0.78795422881376	10825
739	aircraft	-0.5177247734973207	10771
956	branch	-1.4865703848190606	10711
876	criticize	0.7963519245968199	10700
1181	labor	0.6034214820247144	10692
2378	hill	-0.8590504180756398	10685
38396	asia	-0.9681700568180532	10670
1068	route	-1.1843726648949089	10506
901	analysis	0.5072309760143979	10423
1375	bridge	-1.1811684812419116	10405
1670	emperor	-1.2196758966892958	10388
882	transfer	-0.7343251295387745	10364
898	sale	-1.0312306929699844	10292
2782	saint	-0.8332888900768012	10285
1039	transport	-0.5042838994413614	10239
947	purchase	-0.7467642682604492	10206
1001	settlement	-1.0557633033022285	10199
65610	michael	0.5729494972038083	10189
1167	winter	-0.5491752757225186	10131
1036	colony	-1.7272985018789768	10093
1689	festival	-0.6827282924205065	10037
973	critical	0.9745522644370794	10008
1321	hospital	-1.2011175549123436	9973
3839	lord	-0.7260837497306056	9960
813	depend	0.5037667318247259	9917
1686	airport	-1.5103691765107214	9875
960	store	-1.5928567294031382	9811
8632	bible	-0.7959443377330899	9699
1123	broadcast	-0.6775231785140932	9678
4146	academy	-1.1710113552981056	9676
2170	valley	-0.9807256156345828	9662
1055	track	-0.6150280545698479	9637
983	manage	-1.1071935376094189	9613
887	speed	0.6242708107456565	9585
1186	regional	-1.0490612359717488	9583
1845	championship	-1.3457264679891523	9582
1180	village	-1.5861230338923633	9574
6982	bush	-0.5235603516921401	9492
1029	facility	-1.4319655606523156	9404
1019	foot	-0.7317748409695923	9375
1035	block	-0.7092914134263992	9367
1009	select	0.8731589395320043	9339
946	technique	-0.5207858327776194	9334
963	conclude	0.5610378943383694	9330
995	advocate	0.7857976753730327	9309
1703	temple	-1.5531903110531855	9306
1213	management	0.5536907427012919	9287
1017	negative	0.6616087317233905	9257
1153	camp	-1.0582530447281897	9255
970	protest	-0.5535298294853419	9211
1094	faith	-0.5344220884144306	9180
1379	reserve	-1.3347952341428029	9173
986	responsible	0.5030448617180809	9167
16201	obama	0.5596982046845369	9137
1063	resident	-1.112856503459625	9132
1115	occupy	-0.9095005735289304	9131
1069	compose	0.5190249495208263	9031
2767	fort	-1.560506392735988	8985
1045	appeal	0.7534104250371456	8955
1611	farm	-1.5397741449996831	8930
1027	employ	0.6318545388057828	8884
977	behavior	0.6164651950821279	8876
1101	scene	-1.2013493033591658	8848
1049	presence	-0.6647860067896545	8843
1012	simple	0.7762436866760254	8839
1076	subsequently	-0.6938720745965838	8831
1278	spring	-0.6346357878646813	8830
32270	christ	1.095308962278068	8825
991	positive	0.9083943464793264	8825
1124	talk	0.8399266225751489	8799
1220	mind	0.7499594104010612	8746
1050	encourage	0.6233364436775446	8718
1089	firm	-0.9057786270859652	8685
1007	simply	0.8104437771253288	8639
1092	overall	0.6316423134412616	8597
1201	crisis	-0.7246626515407115	8540
1053	accuse	0.7437205084133893	8504
1056	acquire	-0.5120368030620739	8473
990	abortion	0.6252744772937149	8466
1105	comment	0.843348667724058	8451
1539	railway	-1.6045897891744971	8444
2278	labour	0.7095248429104686	8441
1314	dark	0.7776638868890586	8399
33101	clinton	1.5685967649333181	8392
1062	deny	0.8958620897028595	8363
1857	corporation	-1.3738875464187004	8348
1026	alternative	0.936811612918973	8328
2880	pope	-0.6926837316714227	8316
1064	effective	0.9497668604017236	8298
1140	construct	-0.5680671425070614	8242
1117	owner	-0.6178453644970432	8211
1637	cold	0.560288303764537	8206
1057	assume	0.5841647512279451	8153
38019	jackson	0.6688595339655876	8093
1219	mile	-1.0691129341139458	8092
2064	ocean	-0.5941102665674407	8065
1141	couple	-0.7599039955530316	8063
1759	guard	-0.7574379146099091	8054
1159	instrument	-0.6299116020090878	8041
1184	sister	-0.9082987680158112	8036
3349	jersey	-1.0060883855912834	8036
1162	root	-0.6555646425113082	8017
2193	wrong	1.3479525729781017	8009
2142	theatre	-0.5783770410344005	7970
1176	invasion	-0.7456238263112027	7932
1322	studio	-1.3313362181652335	7917
1288	budget	-0.6467843542341143	7851
1423	dynasty	-1.67053316347301	7836
1109	theme	-0.6288634791853838	7833
1294	bond	-0.7674587287474424	7820
1157	officially	-0.6633140277117491	7795
1179	recently	-0.6947662127204239	7791
1152	retain	-0.5491200243122876	7789
1384	zone	-0.5799511140212417	7781
1242	sector	-1.449439656920731	7781
1131	respond	0.5209058322943747	7730
2925	queen	-0.5513807919342071	7727
1146	identity	-0.6525242747738957	7720
2746	prince	-0.8152745668776333	7704
1687	naval	-0.5289613823988475	7703
1243	prison	-0.5508156421128659	7697
1150	pattern	-0.8308578249998391	7632
1785	manufacture	-0.7673079565865919	7619
1212	secure	-0.5718850325793028	7565
1388	actor	0.5666800737380981	7544
1142	aspect	-0.6700223870575428	7533
1216	opportunity	0.6001213742420077	7531
2016	breed	-0.6103106066584587	7512
1215	partner	-0.5458827842958272	7496
1324	cancer	0.6421723319217563	7488
1458	ring	-0.8521988540887833	7486
323	side	-0.7152460024517495	7439
1190	connection	-0.5419901422792464	7418
1545	fleet	-1.8378604068420827	7402
1298	investment	-0.6171379771549255	7388
1610	background	-0.7632343880541157	7386
1515	joint	-0.5140174201223999	7382
24456	martin	-0.6999713653640356	7314
1221	portion	-1.3496631202287972	7272
1164	component	-0.805244131013751	7251
2428	stadium	-1.3099911351455376	7215
1277	resign	0.6016496266238391	7211
1557	bishop	-1.4626201251521709	7209
1573	congressional	-0.5431853379122913	7198
1445	environmental	0.7570317431818694	7192
1620	finance	-0.5823126492068695	7191
54466	alexander	1.2094700870802626	7189
1259	ethnic	-0.7310244796099141	7183
1315	ally	-0.8339430703781545	7181
2035	tower	-1.0706100445240736	7152
1307	editor	0.6307947938475991	7134
1276	founder	0.5431393062754069	7107
1247	moral	0.9552435046061872	7083
4496	super	0.5956063419580461	7072
1286	husband	-0.809515621047467	7066
1441	horse	-0.8278811248019338	7033
1222	symbol	-0.7369866460794583	7032
1209	happen	-0.6394439368450548	6989
1344	establishment	-0.6382347452454269	6987
1394	forward	0.9598078029230236	6982
1241	reign	-0.8129153437912464	6981
1751	historic	-1.40625666314736	6967
1244	fully	-0.5077720400877297	6964
17550	vietnam	0.5092188722919673	6952
1308	broad	0.514576100744307	6927
1702	coalition	-0.5207912905607373	6922
1555	register	-0.5734589667990804	6901
1421	stock	-1.1460658012438216	6889
1210	permit	-0.6742727347882465	6874
1529	eagle	-0.8023380413651466	6834
1264	completely	-0.8078786014812067	6813
1327	threaten	-0.6381724301027134	6808
1345	online	0.8164338175556622	6804
1928	crown	-0.8455863269045949	6800
1387	quarter	-1.4274827740155158	6784
1419	celebrate	-0.6384198453743011	6777
1503	discovery	-0.5877876966260374	6749
1478	estate	-1.4254459717049028	6679
9563	ford	-0.9003413068130612	6650
1334	passage	-0.5650303743313998	6601
1316	software	0.5894082400482148	6600
4829	bowl	-0.6756636161589995	6599
4107	corps	-1.1375579945743084	6589
1323	collect	-0.5303002307191491	6561
3356	headquarter	-1.4768524691462517	6533
1365	table	-0.721572203328833	6485
1354	sponsor	-0.5814942687284201	6484
1887	wood	-0.6495694727636874	6480
1311	evolution	0.6265391984488815	6469
1966	imperial	-0.622842235956341	6463
1386	heavily	-0.7321365310344845	6461
1416	immigrant	-0.5927269503008574	6444
1377	tribe	-1.7254436494076801	6411
1467	praise	0.9552468131296336	6387
1892	revolutionary	0.548717450699769	6371
1430	core	-0.6864802874624729	6364
1371	household	-0.6174476151354611	6362
1544	brand	-0.6837567952461541	6345
1667	architecture	-0.8589501270471374	6331
29795	islam	1.4106385819613934	6322
1614	literary	0.7499464324500877	6310
1534	resolution	-0.5855477631557733	6309
1646	license	-0.630025357066188	6305
1361	admit	0.7124380972236395	6268
1507	revenue	-0.759257291443646	6268
530	ground	-0.9153646533377467	6268
1251	requirement	-0.5971819532569498	6263
239	last	-0.5037738045211881	6244
1563	flag	-1.0639855037443342	6233
863	thousand	-0.6334928949363531	6228
1401	chapter	-0.9434644229477273	6223
1407	journalist	0.9007425834424794	6215
1463	nearby	-1.0189753980375826	6209
1449	girl	-0.5839548292569816	6196
1331	expression	1.0974753396585584	6179
1347	proposal	-0.5329997693188488	6174
1672	chart	-0.6860613492899574	6172
1456	chain	-1.2146308356896045	6166
1410	notably	-0.5874339316505939	6136
1577	hire	0.8796942488988861	6130
1644	uniform	-0.5870783226564527	6123
2555	ministry	-0.5150598399341106	6121
1552	truth	0.6607582243159413	6115
43326	roosevelt	0.5521901114843786	6115
1270	jurisdiction	-1.2873105793260038	6111
1343	civilian	-0.5335191451013088	6103
1383	significantly	-0.7708955775015056	6103
1532	schedule	-0.8048663432127796	6078
1472	memory	-0.8069127844646573	6073
1612	legislature	-0.9774234709329904	6058
28729	hitler	0.6246945968596265	6052
2539	palace	-1.2896893215220189	6025
62715	arts	0.6078991424292326	6020
2398	garden	-0.6385946150985546	6013
1412	debt	-0.8454133427003399	6007
1969	warm	0.5446499711833894	6001
1475	influential	0.6795489643700421	5995
1444	closely	-0.5423078611493111	5993
1910	silver	-0.7938302555121481	5980
1413	regime	-1.0090778947342187	5980
1766	morning	-0.5120199760422111	5970
2000	mine	-1.2921154504292645	5964
1352	card	-0.5656399752479047	5956
1427	description	0.5281319956993684	5949
2713	memorial	-0.5862311464734375	5949
57640	wilson	0.5139044709503651	5946
1455	restore	-0.7090663058916107	5939
1459	activist	0.6896131006360521	5925
1481	newly	-0.7240455532446504	5913
1466	philosopher	0.7834910806268454	5899
1602	rural	-0.8554281368851662	5888
2565	castle	-1.7157272676704451	5862
1858	polish	-0.5181357888504863	5861
1741	agricultural	-1.0463461665203797	5859
1917	agriculture	-0.7392596486024559	5851
2252	cabinet	-0.5102887077955529	5845
1408	exercise	0.711310523096472	5833
1546	boundary	-1.458295806311071	5828
1453	widespread	-0.5448133747559041	5815
1550	floor	-0.5536201907088979	5799
1530	platform	-0.6181422605295666	5782
1511	collapse	-0.5410184785141611	5744
1474	prisoner	-0.5831760680302978	5690
1489	item	-0.924756082240492	5684
1843	yellow	0.5632673141954001	5680
2093	railroad	-1.3718105055158958	5665
1525	ceremony	-0.838649231242016	5642
2224	infantry	-1.028663451783359	5627
1605	export	-1.1277273434679955	5623
1521	consumer	0.5157982278615236	5597
1561	nominate	1.0684321536682546	5583
43493	lincoln	0.7634926373139024	5561
2296	korean	-0.6011692724423483	5550
1560	equipment	-0.8266219177749008	5525
1570	easy	0.7892039155121893	5518
1642	yard	-1.0779247065074742	5514
1574	mental	0.5501969000324607	5501
1794	steel	-0.5761517174541949	5500
1510	priest	-0.6231185691431165	5455
2166	fair	1.1888824850320816	5453
2742	heritage	-1.5562953494954854	5452
1698	edge	-0.5241939266561529	5451
1533	layer	-0.503543738333974	5432
4321	nazi	0.5153105395147577	5431
1624	delay	0.626106642652303	5428
1597	vessel	-1.2797844887245446	5411
57450	women	-0.5124112188932486	5398
1634	dollar	-1.0231139170937242	5389
2695	beach	-0.705892444588244	5385
1633	portray	0.9465095070190728	5367
1601	radical	1.368632435798645	5364
1828	screen	-0.5062331997323781	5358
2821	canal	-0.9996269678231328	5357
14370	frank	1.7151401358423757	5342
1701	soil	-0.8790012188255787	5337
1881	playoff	-0.6851770714856684	5330
1629	rival	-0.8708764113252982	5325
1806	guide	0.7452776548452675	5307
2620	parish	-1.4051817650906742	5285
2478	hotel	-1.2710441870149225	5284
1522	taxis	-0.6344791008159518	5282
1537	discussion	0.6161704766564071	5254
1581	characterize	0.6919199567637406	5253
1800	rail	-1.0209570364095268	5248
1638	entitle	0.7082699007587507	5247
1579	answer	1.0808050232008102	5240
2379	brigade	-1.2659535498096377	5236
1615	extremely	0.6171139112266246	5235
1851	organisation	-0.6207412506410037	5234
47830	lewis	-0.5137985228793696	5194
2109	progressive	1.2110388925066218	5192
1490	provision	-0.8087839545914903	5190
1658	intellectual	0.89879878051579	5188
1650	session	-0.5262597135733813	5188
1599	external	0.8358491430990398	5181
1635	unknown	0.6092690480872989	5180
15701	sunday	-0.9601701903156936	5175
1526	false	1.2304877508431673	5168
1520	selection	0.7333441665396094	5164
1682	successfully	-0.7654561512172222	5156
1669	bone	-0.920785702764988	5150
1639	extreme	1.0863316294271501	5128
2857	medal	-0.8822368858382106	5121
1803	boat	-0.6046840469352901	5118
1651	flee	-0.8508218649076298	5117
1648	quote	0.7574975478928536	5086
2557	entertainment	0.8576228907331824	5076
1690	carrier	-0.9543986646458508	5070
2362	theater	-1.0120877021108754	5067
1844	franchise	-1.0336951273493469	5054
2549	metropolitan	-0.7380299647338688	5045
3419	bell	-0.5290340884821491	5044
1868	guest	0.5808267253451049	5042
2096	roll	-0.5728414475452155	5041
1604	perceive	0.7012860891409218	5032
10973	gulf	-1.0480061010457575	5016
2457	shop	-0.7715237003285438	4998
1776	path	-0.5869503038120456	4996
5932	duke	-1.1068541733548043	4994
1688	occasion	-0.8705476542236283	4973
2080	storm	-0.7187799988314509	4963
1717	recover	-0.8458927372121252	4961
2509	legacy	-0.5905849903356284	4952
1818	plot	-0.6217564403777942	4944
1551	prohibit	-0.5543008864624426	4931
1647	ruler	-1.2547774461563677	4931
19260	economics	1.9026054991409185	4911
2225	charter	-1.2717166664078832	4910
1924	coal	-0.8966066356515512	4894
1725	rapidly	-0.7037791903130709	4893
1906	expedition	-0.8927468628971837	4886
1659	effectively	-0.7003686454263516	4876
1961	technical	0.5510361180058679	4867
2177	cavalry	-1.0443219919689	4864
29679	christmas	-0.5596970277838409	4841
1613	interpret	0.7075850137043744	4833
1773	employment	0.8944642194546759	4825
2028	tournament	-0.8341958023956977	4818
1746	destruction	-0.6129487939178944	4804
1960	shell	-0.5336421247338876	4794
1864	farmer	-0.8500891602598131	4794
2279	flood	-0.730102320201695	4793
1708	raid	-0.7012353711761534	4785
1880	formula	-0.8601042112568393	4778
2032	cool	0.6297120936214924	4777
1807	bury	-0.6747779273428023	4777
1709	phenomenon	-0.5163427754305303	4768
2899	southeast	-1.0438831723295152	4763
1795	plate	-0.847308152471669	4760
1767	maximum	0.7991842941846699	4749
1753	expose	0.7973865917883813	4749
3056	cathedral	-1.7911432856926697	4747
2023	glass	-0.5619638133794069	4741
1595	imply	0.8825426764960866	4739
1588	error	1.0589386185165497	4732
3413	peninsula	-1.5348860691301525	4729
1820	retreat	-0.5198181662126444	4686
2092	divine	0.5936509806197137	4658
1921	factory	-1.6244002152234316	4640
1889	inhabitant	-0.9511768673546612	4638
1758	parallel	-0.5994600404519588	4636
2006	statue	-0.6748227830976248	4621
2047	pitch	0.6199071769369766	4611
1792	loan	-0.5116796833463013	4608
2061	artillery	-0.5109436484053731	4605
1760	opposite	0.9692647567717358	4583
1765	dominant	-0.729213229031302	4576
2133	hide	-0.5632691178470849	4575
1905	recall	0.5795085704885423	4540
1999	rebel	-0.8991126628243364	4508
1874	safe	0.7262807574588805	4503
36661	moscow	0.6800333424471319	4500
1918	moderate	1.0611152905330528	4488
1936	affiliate	-0.8409122010343708	4483
2120	municipality	-1.6463510418543592	4482
1862	import	-0.8952325353166088	4475
1802	ideal	0.9549992005340756	4467
1883	scheme	-0.791879104450345	4458
2038	infrastructure	-1.182282247580588	4455
23395	harry	-0.978607418597676	4448
955	hundred	-0.7152820880583022	4437
2031	documentary	0.706216205842793	4433
2578	highway	-1.5880311417859048	4433
1985	script	-0.834653475205414	4418
2522	desert	-0.6230990653857589	4403
1005	painting	-0.9101565517485142	4384
2717	trail	-0.6892148442566395	4375
2144	coastal	-0.6886303118662909	4372
2052	merchant	-0.8992515094578266	4362
1832	reduction	0.829676466062665	4356
1995	corruption	0.5543787803035229	4355
3583	clothe	-0.5200175138015766	4353
1981	neighborhood	-1.5415781401097777	4342
1840	dismiss	1.304681770503521	4340
1894	door	-0.7065251916646957	4330
7925	turkey	-0.8077451723147533	4324
2095	residence	-0.7570298768114299	4323
1979	deposit	-1.4438744029030204	4321
1736	delegate	-0.7885213254194241	4317
1897	format	-0.9376714406535028	4309
2007	pain	0.6305192892032211	4281
1955	crop	-1.0168633373687044	4280
6396	bureau	-0.6889669429510832	4268
11079	opus	0.7898737952345982	4251
1834	correct	1.0891103195026517	4249
1962	improvement	0.5516644874587655	4234
2246	partnership	-0.5893381976056844	4217
2110	restaurant	-1.0880839872115755	4213
1992	satellite	-0.5872998825507239	4208
1926	asset	-1.6871770115685651	4201
2582	regiment	-1.717482278123498	4197
2010	occupation	-0.6397215293254703	4193
1941	gradually	-0.7403634702786803	4186
1866	entity	-0.8237998289987445	4185
1879	evil	1.0303047602064908	4172
2650	comic	0.5678530319128186	4168
1913	trend	-0.9336773846298456	4162
3024	northwest	-0.8837380913319066	4152
2161	vocal	0.5366729609668255	4143
2387	monument	-1.5865371961845085	4140
1958	custom	-1.677699290215969	4136
10110	commonwealth	-0.5220046453177929	4127
2003	explore	0.7447814422193915	4122
2180	tourist	-0.5405315042007715	4122
1886	capable	1.1569437170401216	4121
1861	useful	0.9875869266688824	4121
2302	rebellion	-0.7545707589015365	4092
1978	atheist	1.3024853514507413	4086
2401	plain	-0.9316535263787956	4073
1998	immediate	0.5741542062023655	4055
1994	mineral	-0.9406229606829584	4055
2157	dialect	-1.302706245915033	4038
2107	personnel	-0.5600980808958411	4037
42323	hollywood	1.3725686520338058	4022
43859	reagan	0.5705790508072823	4016
2191	essay	0.6938614626415074	3998
2046	remark	0.9439297989010812	3997
1939	examine	0.5124836293980479	3990
2163	holiday	-1.505977767985314	3984
2288	superior	0.5808559749275446	3982
2145	reader	0.5595161058008671	3961
2136	multi	0.5534189452591818	3958
2155	merge	-0.5412354292930104	3953
2194	curve	0.5002646795473993	3944
21092	miller	-1.0749909613805355	3941
2286	landscape	-0.8436133181676269	3929
2444	edit	0.6750485748052597	3918
2097	manuscript	-1.0007757332059557	3916
2138	battery	-0.5867147565586492	3913
2310	legend	-0.9441150850616395	3913
1947	sufficient	0.7540013196412474	3912
2043	tissue	-0.6589367687702179	3902
2176	pure	0.7105623530223966	3896
2024	possession	-0.7997435657307506	3895
2051	invade	-0.5551540460437536	3894
19951	warren	-0.8881719139171764	3864
1937	explanation	0.6217843623016961	3856
5090	federation	-1.0028862876351925	3847
1968	appropriate	0.7019204907264793	3845
