WORD	EXPRESSED_MORAL
churchgoers	5.42857142857
churchgoing	5.42857142857
churchman	7.0
claen	7.666666666669999
clean	7.666666666669999
clean-ups	6.5
cleanand	7.666666666669999
cleaner	7.5
cleaniless	7.6
cleaning-up	6.5
cleanliness	7.6
cleanness	7.6
cleanse	8.0
cleansed	8.0
cleanses	8.0
cleansing	8.0
cleanup	6.5
clergyman	7.0
clergymen	7.0
concupiscence	2.66666666667
congregation	6.833333333330001
conserve	6.833333333330001
contagion	2.7142857142900003
contagious	3.5
contagiously	3.5
contagiousness	2.7142857142900003
contaminated	2.83333333333
courtezan	2.6
crass	5.33333333333333
crossbred	6.5
cumslut	2.75
cunt	2.75
cussing	2.6
cusswords	2.6
debauched	2.2
debauchee	2.6
debaucheries	2.2
debaucherous	2.2
debauchery	2.2
decent	8.0
decent-enough	8.0
decent-ish	8.0
decentalisation	5.0
decorum	8.166666666669999
defilement	2.76923076923
defiling	2.75
deflowered	7.555555555560001
dejection	3.0
deluded	3.0
deluding	3.0
delusion	3.0
delusional	3.0
delusionary	3.0
delusioned	3.0
demure	7.57142857143
demureness	8.166666666669999
deodorizer	7.83333333333333
depraved	3.25
depravity	3.25
desecrate	2.75
desecrated	2.75
desecrates	2.75
desecrating	2.75
desecration	2.75
desecrators	2.75
despicable	3.25
destitution	3.0
detestably	5.0
devastate	2.75
deviancy	1.7142857142857095
deviant	3.25
devilish	1.85714285714
devout	7.0
devoutness	7.42857142857
diabolical	1.85714285714
dirt	2.375
dirtier	7.5
dirtiest	3.0
dirtily	3.22222222222
dirtiness	2.2
dirty	3.0
dirtyness	2.76923076923
discolored	2.6
disease	3.0
disgraceful	2.25
disgusting	2.0
disgustingly	5.0
disgustingness	2.16666666667
disreputably	3.22222222222
dissolute	2.6
dissoluteness	3.5714285714300003
distasteful	2.42857142857
dizziness	4.8
dizzy	4.8
dizzyness	4.8
dreadful	1.875
drunkeness	2.2
dust	2.375
ecclesiastic	7.0
endanger	2.75
epidemics	2.7142857142900003
erectly	6.0
evil	1.85714285714
ex-priest	7.2
excommunicated	2.5714285714300003
excrement	2.2
execrable	1.875
expletives	2.6
exploit	3.16666666667
exploitable	3.16666666667
exploitatory	2.7142857142900003
exploited	3.16666666667
exploiting	3.16666666667
f-bombs	2.6
febreeze	7.83333333333333
filth	2.2
filthiest	2.0
filthily	5.0
filthiness	2.2
filthy	2.0
fine-tuned	6.85714285714
fittingness	8.333333333330001
flavorless	5.33333333333333
flavourless	5.33333333333333
flithy	5.0
floozy	3.0
fornication	1.5
foulness	2.16666666667
freshener	7.83333333333333
freshners	7.83333333333333
fuckpig	2.75
full-bred	6.5
ghastly	1.875
glass-clear	4.5
god-fearing	7.0
good	8.0
granitelike	8.333333333330001
gravel	2.375
grimy	3.0
gross	2.625
grossed	2.625
grossest	2.625
grossness	2.16666666667
grotesque	1.4
grubby	3.0
half-blood	7.0
half-decent	8.0
halfblood	7.0
harlot	1.57142857143
healthful	8.4
healthy	8.4
hedonism	2.2
hell-deserving	2.42857142857
heresies	2.5714285714300003
heresy	3.2
heretic	2.5714285714300003
heretical	2.5714285714300003
hereticks	3.2
heritics	2.5714285714300003
hideousness	2.16666666667
hobo	3.0
holies	8.5
holiest	8.5
holiness	8.5
holy	8.5
horribleness	2.16666666667
horrid	1.875
horrific	2.25
horrifying	2.25
hussy	2.75
hygeine	5.857142857142861
hygiene	5.857142857142861
hygienic	5.857142857142861
hymnologist	7.0
ickiness	2.16666666667
icky-ness	2.16666666667
ill	2.7142857142900003
illness	3.0
immaculate	7.0
immoderate	4.28571428571
immodest	2.8
immodesty	8.166666666669999
imperfection	4.0
impetuous	4.28571428571
impieties	3.5714285714300003
impiety	3.5714285714300003
impious	3.2
impiously	3.5714285714300003
improvident	2.85714285714
impurity	7.1111111111100005
indecency	2.8
indecent	2.8
infectious	3.5
infectous	3.5
infectuous	3.5
infidelity	1.5
injudicious	4.28571428571
innocence	8.4
innocent	8.4
inoccent	8.4
insipid	5.33333333333333
integrity	7.8
intemperance	4.28571428571
intemperate	4.28571428571
intergity	7.8
inviolable	8.5
irreligion	3.5714285714300003
jeopardize	2.75
judaizer	2.5714285714300003
labyrinthitis	4.8
lackadaisical	2.66666666667
lambent	4.5
lascivious	2.8
lasciviously	3.22222222222
lax	2.66666666667
laxed	2.66666666667
laxer	2.66666666667
laxity	2.66666666667
laxness	2.66666666667
lecher	2.6
lehman-style	2.7142857142900003
lenient	2.66666666667
lewd	2.8
libertine	2.6
libidinous	1.33333333333
licentious	2.6
licentiousness	2.2
limpid	4.5
limpidity	4.5
limpidly	4.5
loathsome	2.42857142857
longanimity	8.333333333330001
lucious	3.4
luscious	3.4
lusciously	3.4
lush	3.4
lush-looking	3.4
lusher	3.4
lushest	3.4
lushly	3.4
lushness	3.4
lustful	1.33333333333
luxuriant	3.4
maiden	7.4
maidenhood	7.57142857143
maidenly	7.57142857143
manichæans	3.5714285714300003
marring	4.0
martyr	8.57142857143
mediocre	8.0
miserable	1.875
miseries	3.0
miserly	2.85714285714
misery	3.0
mixed-breed	6.5
modesty	8.166666666669999
monogamous	7.625
monogamy	8.0
monogomous	7.625
mud	2.375
muggleborn	7.0
murtad	3.5
nastily	3.22222222222
nauseating	2.25
near-pristine	7.0
no-sex	8.0
noble	7.166666666669999
noesis	8.333333333330001
non-catholic	6.0
non-catholics	6.0
non-celibate	7.625
non-churchgoers	5.42857142857
non-churchgoing	7.4
non-obscene	1.4
non-promiscuous	3.14285714286
non-sacred	8.5
non-sterile	7.8
non-virgin	7.555555555560001
non-virtuous	7.166666666669999
not-so-decent	8.0
not-so-innocent	8.4
nutritious	8.4
nympho	2.75
obscene	1.4
obscenely	5.0
obscenities	2.6
obscenity	2.8
oscillopsia	4.8
outbreak	2.7142857142900003
outrageous	1.4
oversexed	3.14285714286
paint-grade	5.16666666667
pandemic	2.7142857142900003
parishioner	7.4
pas-positive	5.16666666667
passable	8.0
pastor	6.833333333330001
patina	3.3333333333333304
patina-ed	3.3333333333333304
patinate	3.3333333333333304
patinated	3.3333333333333304
patination	3.3333333333333304
pedigreed	6.5
pellucid	4.5
penitent	2.42857142857
penurious	2.85714285714
perserve	6.833333333330001
perv	3.16666666667
perverse	3.25
perversion	1.7142857142857095
perversity	1.7142857142857095
pervert	3.16666666667
perverted	3.25
perverts	1.7142857142857095
pervy	3.16666666667
pestilence	2.7142857142900003
pietistic	7.0
piety	7.42857142857
pimple	4.0
pious	7.0
piously	7.0
piousness	7.42857142857
pitiable	1.875
pitiful	1.875
pitifulness	3.0
poisoned	2.0
polished	6.85714285714
pornographic	2.8
portect	7.75
post-austerity	5.666666666669999
pravity	3.5714285714300003
preist	7.2
preists	7.2
prelate	7.0
preservation	6.833333333330001
preserve	6.833333333330001
preverted	3.16666666667
priest	7.2
pristeen	7.0
pristine	7.0
pristinely	7.0
pristineness	7.0
pro-abstinence	7.714285714289999
profanation	2.75
profanatory	4.0
profane	8.5
profaneness	3.5714285714300003
profanities	2.6
profanity	2.6
profligacy	2.85714285714
profligate	2.85714285714
promiscuity	3.14285714286
promiscuous	3.14285714286
promiscuously	3.14285714286
promiscuousness	3.14285714286
prophane	3.2
prostitute	1.57142857143
prostitutes	3.28571428571
prostitution	3.28571428571
protect	7.75
protected	7.75
protecting	7.75
protestants	6.0
prudery	8.166666666669999
prudishness	8.166666666669999
public-spending	5.666666666669999
pure	9.0
pure-bloods	7.0
pure-breed	6.5
pureblood	7.0
pureblooded	7.0
purebred	6.5
purely	9.0
pureness	7.1111111111100005
purer	7.1111111111100005
purest	9.0
purifying	8.0
purities	7.1111111111100005
purity	7.1111111111100005
rakehell	2.6
rebuke	6.5
reckless	2.6
refined	6.85714285714
refinement	6.85714285714
refining	6.85714285714
refulgent	4.5
religiosity	7.42857142857
religiousness	7.42857142857
repentant	2.42857142857
repenter	2.42857142857
reprobated	3.2
reproof	6.5
reproving	6.5
repugnant	2.42857142857
repulsive	2.42857142857
repulsively	5.0
repulsiveness	2.16666666667
respectable	8.0
reticulin	5.16666666667
retributory	8.333333333330001
revelry	2.2
reverence	8.4
revolting	2.42857142857
revoltingly	5.0
reﬁned	6.85714285714
ruin	2.75
ruination	2.75
ruined	2.75
ruining	2.75
rust-like	3.3333333333333304
ráma	7.4
sacrality	8.4
sacralizing	8.4
sacramentality	8.4
sacred	8.5
sacred-	8.4
sacredness	8.4
sacrilege	2.75
sacrosanct	8.5
sadistic	3.25
saint	8.57142857143
saint-like	8.57142857143
saint-making	8.0
sainthood	8.0
saintlike	8.333333333330001
saintliness	8.14285714286
saintly	7.0
salaciously	3.22222222222
salutary	6.5
sancity	8.4
sanctimonious	7.0
sanctity	8.4
sanitation	5.857142857142861
scam	2.3333333333333304
scammed	2.3333333333333304
scammer	2.3333333333333304
scammers	2.3333333333333304
scamming	2.3333333333333304
schmoly	8.5
sea-green	4.5
self-deceiving	3.0
self-deluded	3.0
self-deluding	3.0
self-delusional	3.0
semi-decent	8.0
semi-innocent	8.4
semi-upright	6.0
sensualist	2.6
sex-for-sale	3.28571428571
sex-trade	3.28571428571
sex-work	3.28571428571
sexily	3.22222222222
sexless	7.625
sick	2.7142857142900003
sickening	2.25
sicker	2.7142857142900003
sickness	2.7142857142900003
sicko	3.16666666667
sin	2.0
sinfulness	2.0
sinner	2.42857142857
sinning	2.0
skank	1.57142857143
skanky	1.33333333333
slattern	1.33333333333
slatternly	1.33333333333
sleazily	3.22222222222
slut	2.75
sluttish	1.33333333333
sluttishly	3.22222222222
slutty	2.75
smarting	3.0
smelliness	2.16666666667
smelly	3.0
soiled	2.6
sophisticated	6.85714285714
sordidly	3.22222222222
spend-thrift	2.85714285714
spendthrift	2.85714285714
splenetic	4.28571428571
spoil	2.75
spotless	7.666666666669999
squalor	2.2
stain	5.16666666667
stain-	5.16666666667
stain-grade	5.16666666667
stainability	5.16666666667
stainable	5.16666666667
stained	2.6
stainer	4.1428571428600005
staining	5.16666666667
stainless	6.166666666669999
stainless-steel	6.166666666669999
stainlesssteel	6.166666666669999
stains	2.6
steel	6.166666666669999
sterile	7.8
sterile-looking	7.8
sterilisation	4.375
sterilise	4.375
sterilised	4.375
sterilising	4.375
sterility	7.8
sterilized	7.8
sterilizing	4.375
sterlization	4.375
sting	3.0
sting-y	3.0
stinger	3.0
stinging	3.0
stomach-turning	2.25
straight-backed	6.0
strict	2.66666666667
stricter	2.66666666667
stringent	2.66666666667
strumpet	1.57142857143
sullied	2.0
sully	3.66666666667
super-clean	7.666666666669999
swain	7.4
swindle	2.3333333333333304
tacky	1.33333333333
taint	2.0
tainted	2.0
tainting	2.0
taints	2.0
tarnish	3.66666666667
tarnished	2.0
tarnishes	3.66666666667
tarnishing	3.66666666667
tasteless	5.33333333333333
tastelessness	5.33333333333333
tawdry	1.33333333333
theologian	7.0
thriftless	2.85714285714
tidier	7.5
tidiness	7.6
tidy	7.666666666669999
tramp	3.0
tramper	3.0
tramping	3.0
trampy	1.33333333333
trashier	1.33333333333
trashiest	1.33333333333
trashiness	1.33333333333
trashy	1.33333333333
trashy-looking	1.33333333333
turbid	4.5
tzniut	8.166666666669999
un-clean	2.76923076923
unabashed	6.0
unadulterated	6.0
unadultered	9.0
unadulturated	9.0
unalloyed	6.0
unappealing	2.42857142857
unblemished	4.0
unbridled	2.6
unchaste	2.66666666667
unchastity	2.66666666667
uncivil	4.28571428571
unclean	2.76923076923
uncleanliness	2.76923076923
uncleanness	2.76923076923
unclouded	4.5
undiluted	9.0
undistilled	6.0
unexceeded	8.333333333330001
ungodly	1.85714285714
unholy	8.5
unimprisoned	8.333333333330001
unmitigated	6.0
unrefined	6.85714285714
unrestrained	2.6
unspoiled	7.0
unstained	5.16666666667
unsterile	7.8
unsullied	7.0
untainted	2.0
unvirtuous	7.166666666669999
unwell	2.7142857142900003
unwholesome	8.4
unworldliness	8.14285714286
upright	6.0
vagabond	3.0
verdant	3.4
verdigris	3.3333333333333304
vertigo	4.8
vile	3.25
vileness	2.16666666667
virgin	7.555555555560001
virginal	7.57142857143
virign	7.555555555560001
virtue	7.42857142857
virtuous	7.166666666669999
virtuously	7.166666666669999
virtuousness	8.14285714286
vitriolic	4.28571428571
vituperative	4.28571428571
vituperous	4.28571428571
vixenish	1.33333333333
voluptuary	2.6
vulgar	2.8
vulgarities	2.6
vulgarity	2.6
wanton	2.6
wantonly	2.6
wantonness	2.6
wasteful	2.85714285714
well-refined	6.85714285714
wholesome	8.4
wholesomely	8.4
wholesomeness	7.1111111111100005
whore	1.57142857143
whorish	1.33333333333
whorishly	3.22222222222
wicked	1.85714285714
wickedest	1.85714285714
wickedly	1.85714285714
wickedness	1.85714285714
wretched	1.875
wretchedly	1.875
wretchedness	3.0
yuckiness	2.16666666667
