WORD	EXPRESSED_MORAL
disembowelment	3.83333333333
disgusted	2.8
dismayed	2.8
disturbing	3.8333333333333295
empathetic	6.8
empathetically	6.8
empathic	8.166666666669999
empathise	8.0
empathize	6.8
empathized	8.0
empathizes	8.0
empathizing	6.8
empathy	8.5
endanger	2.6
endangered	4.6
endangering	4.6
endangerment	1.8
endure	2.6
enmity	5.42857142857
enraging	3.8333333333333295
eschew	1.6
exploit	2.83333333333
exploitable	2.83333333333
exploited	2.83333333333
exploiting	2.83333333333
extermination	1.33333333333
extinction	1.33333333333
fight	4.0
fighting	4.0
forego	1.6
forsake	1.6
forswear	3.0
fought	4.0
free-trade	6.8
friendship	5.42857142857
gaurd	6.8
gaurds	6.8
good-fellowship	5.42857142857
guard	6.8
guardian	8.57142857143
guarding	6.8
guardthe	6.8
gurad	6.8
harmed	2.28571428571
harmful	2.4
healthcare	8.6
heartlessly	1.6
heath-care	8.6
heatlhcare	8.6
helathcare	8.6
helpess	4.4
helpless	4.4
hinder	2.6
hippie	6.4
hitman	1.0
horrified	2.8
humane	8.166666666669999
huring	2.28571428571
hurt	2.28571428571
hurted	2.28571428571
hurting	2.28571428571
impair	2.6
impaired	2.6
impairing	2.6
impare	2.6
impede	2.6
imperiled	4.6
imperilled	4.6
imperilment	1.8
incensed	2.8
inflict	2.6
inflicted	2.6
infuriated	2.8
inhibit	2.6
inhumanity	3.4
injure	2.28571428571
injurious	2.4
intruding	2.6
intrusion	2.6
intrusive	2.6
intrusively	2.6
intrusiveness	2.6
invasive	2.6
isolationism	6.8
jeopardize	1.4
jettison	1.6
kill	1.6
killed	1.6
killer	1.0
killing	1.6
kind-hearted	8.166666666669999
kindhearted	8.166666666669999
kindness	7.0
law-abiding	7.857142857139999
maim	1.6
maintaining	7.4
mercantilist	6.8
merciless	2.33333333333
mercilessly	1.6
murderer	1.0
murderous	2.83333333333
near-threatened	4.6
non-collateral	3.8333333333333295
non-healthcare	8.6
non-judgmental	8.166666666669999
non-sympathetic	8.333333333330001
non-violent	7.857142857139999
non-war	7.8
nonmilitary	7.8
nonviolent	7.857142857139999
objectively	3.2
obliterate	1.0
obliteration	1.33333333333
obtrusive	2.6
offense	5.0
offriendship	5.42857142857
opponent	3.2
outraged	2.8
overbearing	2.6
overlordship	8.8
pacifist	6.4
pacifists	6.4
peacably	7.857142857139999
peace	7.8
peace-building	7.8
peace-enforcement	7.8
peace-keeper	8.6
peace-keepers	7.8
peace-loving	7.857142857139999
peace-makers	8.6
peace-making	8.6
peaceable	7.857142857139999
peaceful	7.8
peacekeeper	7.8
peacekeepers	7.8
peacekeeping	7.8
peacemaker	8.6
peacemaking	8.6
peacenik	6.4
peacetime	7.8
perserve	7.6
perserving	7.4
pillage	3.4
plaintiff	3.2
post-war	7.8
postwar	7.8
preservation	7.6
preserve	7.6
preserves	7.4
preserving	7.4
pro-peace	6.4
pro-tect	6.0
pro-trade	8.2
protected	8.0
protecters	8.57142857143
protecting	8.57142857143
protection	8.0
protectionism	6.8
protectionist	8.2
protectionists	6.8
protective	8.57142857143
protector	8.57142857143
protectorship	8.8
pulverize	2.4
pulverizer	2.8
pummel	3.4
quarell	1.8333333333333304
quarrel	1.8333333333333304
quarreled	1.8333333333333304
quarreling	1.8333333333333304
quarrelled	1.8333333333333304
quarrelling	1.8333333333333304
ravage	3.4
ravaged	1.75
ravaging	3.4
ravish	3.4
rebuff	3.0
reconciler	8.6
refuge	6.75
reignty	8.8
reject	3.0
relinquish	1.6
renounce	1.6
restoring	7.4
ruin	1.4
ruination	1.4
ruined	1.4
ruining	1.4
ruthless	2.33333333333
ruthlessly	1.6
safe	8.6
safe-guarding	6.0
safe-haven	6.75
safe-ish	8.6
safe-keep	8.8
safeand	8.6
safegaurd	6.0
safeguard	6.0
safeguarded	6.0
safeguarding	6.0
safehaven	6.75
safehold	6.6
safekeep	8.8
safekeeping	8.8
safely	8.6
safest	8.6
safety	8.2
saftey	8.2
sanctuary	6.75
savage	2.33333333333
savagely	1.6
secruity	8.2
secuirty	8.2
security	8.2
securtiy	8.2
secutiry	8.2
self-annihilation	1.33333333333
self-critically	3.2
self-dignity	7.0
self-respect	7.0
severely	3.2
shattered	2.1666666666666696
sheild	7.5
sheilds	7.5
shelter	7.0
sheltering	7.0
shelterless	7.0
shield	7.5
shielded	7.5
shielding	7.5
shiled	7.5
shocked	2.8
shun	3.0
siitne	2.8
smashed	1.75
solace	6.75
sove-	8.8
sover-	8.8
spoil	1.4
spurn	3.0
spurned	3.0
spurning	3.0
squabble	1.8333333333333304
state-listed	4.6
stomp	2.33333333333
stomped	2.33333333333
stompers	2.33333333333
stompin	2.33333333333
stomping	2.33333333333
strongbox	8.8
suffer	2.6
suffered	2.6
suffering	2.6
sufferred	2.6
suzerain	8.8
suzerainty	8.8
symapthy	8.57142857143
sympathetic	8.333333333330001
sympathetically	8.333333333330001
sympathic	8.333333333330001
sympathies	8.57142857143
sympathize	8.0
sympathizing	8.333333333330001
sympathy	8.57142857143
threatened	4.6
trample	2.33333333333
tranquility	7.8
transferral	8.8
trashed	1.75
traumatise	1.2
tromp	2.33333333333
troop-contributing	7.8
tyrannise	1.2
ultra-violent	2.83333333333
unarmed	4.4
undefended	4.4
undermine	2.6
unhealing	2.2
unintrusive	2.6
unityit	2.8
unmercifully	1.6
unsettling	3.8333333333333295
unsympathetic	8.333333333330001
upset	3.8333333333333295
upsets	3.8333333333333295
upsetting	3.8333333333333295
vicious	2.33333333333
viciously	1.6
viciousness	3.4
victimise	1.2
viloent	2.83333333333
violence	1.66666666667
violent	2.83333333333
viscountcy	8.8
voilent	2.83333333333
vulnerable	4.4
war	1.66666666667
war-fighting	7.8
war-hawk	6.4
war-monger	6.4
war-time	7.8
wardenship	8.8
warlike	7.857142857139999
warmonger	6.4
wartime	7.8
weaponless	4.4
wound	2.2
wounds	2.2
wreck	1.75
wrecked	1.75
wrecking	1.75
wrecks	1.75
