WORD	ANNOTATOR_ID	RELEVANCE	VALENCE	AROUSAL	EXPRESSED_MORAL
competent	408A5456560E6B6AC49B24B3E1A8C4F5	1	5	5	5
homophobic	09E56CFB89A8A152D2997CA77B0483B1	1	1	7	4
wrongfully	09E56CFB89A8A152D2997CA77B0483B1	1	3	7	3
subjective	09E56CFB89A8A152D2997CA77B0483B1	1	6	4	3
disproportionately	09E56CFB89A8A152D2997CA77B0483B1	1	3	7	1
consumerism	09E56CFB89A8A152D2997CA77B0483B1	1	5	6	3
accepting	09E56CFB89A8A152D2997CA77B0483B1	1	5	6	7
oppression	09E56CFB89A8A152D2997CA77B0483B1	1	1	8	3
amplitude	09E56CFB89A8A152D2997CA77B0483B1	1	5	5	2
competent	09E56CFB89A8A152D2997CA77B0483B1	1	6	6	7
amplitude	185F6108754E47F75296A701F68364BF	1	6	7	6
homophobic	185F6108754E47F75296A701F68364BF	1	4	6	5
determinant	185F6108754E47F75296A701F68364BF	1	6	6	4
oppression	DFD4A3D0BD652239CB642605673A0630	1	2	2	4
inaccurate	DFD4A3D0BD652239CB642605673A0630	1	1	1	1
accepting	DFD4A3D0BD652239CB642605673A0630	1	9	9	9
confounding	DFD4A3D0BD652239CB642605673A0630	1	5	5	5
inhumane	DFD4A3D0BD652239CB642605673A0630	1	1	5	1
consumerism	DFD4A3D0BD652239CB642605673A0630	1	5	5	9
honest	DFD4A3D0BD652239CB642605673A0630	1	9	5	9
bigotry	DFD4A3D0BD652239CB642605673A0630	1	1	5	1
amplitude	DFD4A3D0BD652239CB642605673A0630	1	5	5	5
homophobic	DFD4A3D0BD652239CB642605673A0630	1	3	5	1
proportionality	DFD4A3D0BD652239CB642605673A0630	1	5	5	1
slavery	DFD4A3D0BD652239CB642605673A0630	1	1	5	1
homophobic	2568370CAB968D0C4B6B1F6757FAC0BD	1	4	5	3
honest	2568370CAB968D0C4B6B1F6757FAC0BD	1	5	5	6
homophobic	BD42B12CAFB6BEFEF1673E12A6561B84	2	5	2	5
oppression	CDE04327B00D294A0EF8E1F83B5905B4	1	5	5	7
determinant	CDE04327B00D294A0EF8E1F83B5905B4	1	5	5	8
relatively	CDE04327B00D294A0EF8E1F83B5905B4	2	6	5	5
relatively	9ADD0ACCFEDEACE5717A3262B7BF41FB	1	5	4	5
permanency	9ADD0ACCFEDEACE5717A3262B7BF41FB	1	6	3	3
subjective	9ADD0ACCFEDEACE5717A3262B7BF41FB	1	4	2	7
justify	586EF5A47BD329D537DDB3E7D413A871	1	8	6	5
unequal	586EF5A47BD329D537DDB3E7D413A871	1	3	5	6
segregation	586EF5A47BD329D537DDB3E7D413A871	1	5	8	5
equal	C481AC42604F49AD60E147E0D48DA9A8	1	5	6	9
constant	315875F669D472421C781AD1E2E6B787	1	6	6	5
justification	315875F669D472421C781AD1E2E6B787	1	6	7	5
segregationism	C481AC42604F49AD60E147E0D48DA9A8	1	1	4	1
prejudice	315875F669D472421C781AD1E2E6B787	1	6	6	5
prejudicial	315875F669D472421C781AD1E2E6B787	1	6	6	5
discriminatory	C481AC42604F49AD60E147E0D48DA9A8	1	1	4	1
justify	315875F669D472421C781AD1E2E6B787	1	6	6	5
equal	315875F669D472421C781AD1E2E6B787	1	6	6	5
unscrupulous	C481AC42604F49AD60E147E0D48DA9A8	1	1	4	3
unequalled	315875F669D472421C781AD1E2E6B787	1	5	5	5
disproportionate	315875F669D472421C781AD1E2E6B787	1	5	4	5
homologous	315875F669D472421C781AD1E2E6B787	1	4	4	4
equaliser	8FB661F85CEA9FF87506002B3BFD078E	1	7	7	7
exclusion	C481AC42604F49AD60E147E0D48DA9A8	1	1	6	1
fair-minded	8FB661F85CEA9FF87506002B3BFD078E	1	8	8	9
homologous	C481AC42604F49AD60E147E0D48DA9A8	1	5	5	1
equalitarian	C481AC42604F49AD60E147E0D48DA9A8	1	3	7	5
disproportionate	8FB661F85CEA9FF87506002B3BFD078E	1	4	5	3
discrimination	BA45B96CDD19418387D57EEE75A1F127	1	1	8	1
unprejudiced	C481AC42604F49AD60E147E0D48DA9A8	1	6	7	7
unprejudiced	BA45B96CDD19418387D57EEE75A1F127	1	9	2	9
fair	8FB661F85CEA9FF87506002B3BFD078E	1	8	8	9
tolerant	BA45B96CDD19418387D57EEE75A1F127	1	9	2	9
unequalled	15E79E1BDCA40241D5FE6651A2077621	1	5	6	3
prejudicial	15E79E1BDCA40241D5FE6651A2077621	1	1	6	8
unequal	BA45B96CDD19418387D57EEE75A1F127	1	1	8	9
prejudice	8FB661F85CEA9FF87506002B3BFD078E	1	4	5	2
preference	15E79E1BDCA40241D5FE6651A2077621	1	2	4	9
disproportion	15E79E1BDCA40241D5FE6651A2077621	1	2	6	1
unprejudiced	8FB661F85CEA9FF87506002B3BFD078E	1	7	8	8
discriminatory	15E79E1BDCA40241D5FE6651A2077621	1	1	6	9
equable	8FB661F85CEA9FF87506002B3BFD078E	1	7	6	6
unscrupulous	BA45B96CDD19418387D57EEE75A1F127	1	1	8	1
discrimination	8FB661F85CEA9FF87506002B3BFD078E	1	4	5	2
unjust	15E79E1BDCA40241D5FE6651A2077621	1	4	8	9
injustice	15E79E1BDCA40241D5FE6651A2077621	1	1	8	9
equalitarian	AB3668D1FB431F6CE11568AB689C58C2	1	8	1	1
justification	AB3668D1FB431F6CE11568AB689C58C2	1	6	3	9
prejudicial	AB3668D1FB431F6CE11568AB689C58C2	1	2	6	8
bigot	AB3668D1FB431F6CE11568AB689C58C2	1	8	3	2
equalitarian	4E0C798A73F016100353720FAA644B12	1	7	3	7
equivalent	AB3668D1FB431F6CE11568AB689C58C2	1	6	3	1
justice	4E0C798A73F016100353720FAA644B12	1	7	2	8
fair-minded	AB3668D1FB431F6CE11568AB689C58C2	1	8	1	9
fair-minded	D4633A0AC6ED3DD59D88AC6524AFEE1A	1	7	6	8
reasonable	AB3668D1FB431F6CE11568AB689C58C2	1	8	3	1
balance	AB3668D1FB431F6CE11568AB689C58C2	1	8	2	1
discrimination	4E0C798A73F016100353720FAA644B12	1	4	5	4
unjust	AB3668D1FB431F6CE11568AB689C58C2	1	1	7	9
justificatory	D4633A0AC6ED3DD59D88AC6524AFEE1A	1	3	4	3
bigot	4E0C798A73F016100353720FAA644B12	1	2	2	5
unjust	D4633A0AC6ED3DD59D88AC6524AFEE1A	1	3	2	7
unscrupulous	4E0C798A73F016100353720FAA644B12	1	3	5	5
equal	4E0C798A73F016100353720FAA644B12	1	7	6	7
egalitarian	D4633A0AC6ED3DD59D88AC6524AFEE1A	1	6	5	7
reciprocal	586EF5A47BD329D537DDB3E7D413A871	1	7	7	9
unjustified	4E0C798A73F016100353720FAA644B12	1	5	5	5
injustice	4E0C798A73F016100353720FAA644B12	1	3	5	7
preference	D4633A0AC6ED3DD59D88AC6524AFEE1A	1	5	5	5
discriminatory	4E0C798A73F016100353720FAA644B12	1	4	4	4
equity	586EF5A47BD329D537DDB3E7D413A871	1	9	5	9
dishonest	D4633A0AC6ED3DD59D88AC6524AFEE1A	1	1	4	3
disproportionate	586EF5A47BD329D537DDB3E7D413A871	1	1	4	1
exclude	586EF5A47BD329D537DDB3E7D413A871	1	4	4	2
justice	D4633A0AC6ED3DD59D88AC6524AFEE1A	1	7	6	9
bigot	D4633A0AC6ED3DD59D88AC6524AFEE1A	1	5	5	3
equable	D4633A0AC6ED3DD59D88AC6524AFEE1A	1	5	5	4
injustice	4535A918C5EBDAA4929D32A143E0B1C2	1	3	5	5
equal	4535A918C5EBDAA4929D32A143E0B1C2	1	7	6	7
balance	4535A918C5EBDAA4929D32A143E0B1C2	1	7	2	8
segregationist	4535A918C5EBDAA4929D32A143E0B1C2	1	5	5	3
unjust	4535A918C5EBDAA4929D32A143E0B1C2	1	3	8	3
discriminatory	B778FDC5991619C6D86F71BA87A95FE6	1	4	2	1
justice	B778FDC5991619C6D86F71BA87A95FE6	1	7	2	9
constant	B778FDC5991619C6D86F71BA87A95FE6	1	6	2	3
reciprocal	4535A918C5EBDAA4929D32A143E0B1C2	1	7	6	8
reciprocal	B778FDC5991619C6D86F71BA87A95FE6	1	6	3	7
equaliser	4535A918C5EBDAA4929D32A143E0B1C2	1	7	7	7
honesty	B778FDC5991619C6D86F71BA87A95FE6	1	7	2	8
right	FB73B91F87BE6E8EA3E745DDA7473E2B	1	7	2	6
equity	B778FDC5991619C6D86F71BA87A95FE6	1	8	2	9
unfair	FB73B91F87BE6E8EA3E745DDA7473E2B	1	3	6	9
discrimination	4535A918C5EBDAA4929D32A143E0B1C2	1	3	7	2
egalitarian	FB73B91F87BE6E8EA3E745DDA7473E2B	1	5	3	2
segregationism	B778FDC5991619C6D86F71BA87A95FE6	1	2	4	1
fair-mindedness	B778FDC5991619C6D86F71BA87A95FE6	1	8	2	9
unjust	FB73B91F87BE6E8EA3E745DDA7473E2B	1	1	7	2
justify	FB73B91F87BE6E8EA3E745DDA7473E2B	1	7	4	1
unprejudiced	FB73B91F87BE6E8EA3E745DDA7473E2B	1	9	3	9
fair-mindedness	FB73B91F87BE6E8EA3E745DDA7473E2B	1	8	5	9
unjustified	FB73B91F87BE6E8EA3E745DDA7473E2B	1	5	6	5
dissociate	D8F673A7AE6DF6AE253D31E038E1C8F7	1	3	3	1
unjustified	D8F673A7AE6DF6AE253D31E038E1C8F7	1	2	5	7
discriminatory	D8F673A7AE6DF6AE253D31E038E1C8F7	1	2	7	5
prejudgment	D531FA7EA3FA78411003699A7D7D4C3B	1	4	5	4
equable	D8F673A7AE6DF6AE253D31E038E1C8F7	1	6	5	3
balance	D8F673A7AE6DF6AE253D31E038E1C8F7	1	7	2	9
exclude	D8F673A7AE6DF6AE253D31E038E1C8F7	1	4	6	4
evenness	D8F673A7AE6DF6AE253D31E038E1C8F7	1	8	5	7
equaliser	3356A89117EE8BAFA7D736A5E4965E7D	1	5	3	9
reasonable	3356A89117EE8BAFA7D736A5E4965E7D	1	9	1	2
fair	3356A89117EE8BAFA7D736A5E4965E7D	1	7	2	9
unequalled	3356A89117EE8BAFA7D736A5E4965E7D	1	1	3	5
reciprocal	3356A89117EE8BAFA7D736A5E4965E7D	1	5	5	5
bias	3356A89117EE8BAFA7D736A5E4965E7D	1	5	5	5
constant	3356A89117EE8BAFA7D736A5E4965E7D	1	5	5	5
disproportionate	3356A89117EE8BAFA7D736A5E4965E7D	1	1	1	7
prejudgment	3356A89117EE8BAFA7D736A5E4965E7D	1	5	5	5
exclusion	133A7FC3883AA857DEC2FE736035F72E	1	3	5	2
fair	133A7FC3883AA857DEC2FE736035F72E	1	6	4	9
segregationism	133A7FC3883AA857DEC2FE736035F72E	1	1	5	1
prejudicial	133A7FC3883AA857DEC2FE736035F72E	1	1	5	1
unprejudiced	133A7FC3883AA857DEC2FE736035F72E	1	7	4	8
unfair	133A7FC3883AA857DEC2FE736035F72E	1	3	6	3
equalitarian	133A7FC3883AA857DEC2FE736035F72E	1	8	7	9
dishonest	133A7FC3883AA857DEC2FE736035F72E	1	2	6	3
constant	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	6	5
fair	50F1D17435B53F4BE0F5D1F47C8D7826	1	7	7	9
unequalised	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	2
right	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	7
justification	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	6
prejudgment	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	3
segregationism	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	3
bigot	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	3
unbiased	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	8
disproportion	4EAD4A593DD30560FFF6BB3F5E66800B	1	3	3	6
justify	4EAD4A593DD30560FFF6BB3F5E66800B	1	6	6	8
equivalent	4EAD4A593DD30560FFF6BB3F5E66800B	1	5	4	4
unequalled	4EAD4A593DD30560FFF6BB3F5E66800B	1	4	4	3
exclusion	9C2E01F223AE7768BC0D9843A50A88A5	1	3	3	8
prejudice	4EAD4A593DD30560FFF6BB3F5E66800B	1	2	2	7
discrimination	9C2E01F223AE7768BC0D9843A50A88A5	1	3	4	3
exclude	9C2E01F223AE7768BC0D9843A50A88A5	1	4	4	3
egalitarian	9C2E01F223AE7768BC0D9843A50A88A5	1	7	6	9
fair-minded	4EAD4A593DD30560FFF6BB3F5E66800B	1	6	4	8
dishonest	9C2E01F223AE7768BC0D9843A50A88A5	1	3	4	3
discrimination	4EAD4A593DD30560FFF6BB3F5E66800B	1	4	3	8
bias	4EAD4A593DD30560FFF6BB3F5E66800B	1	3	5	8
exclude	4EAD4A593DD30560FFF6BB3F5E66800B	1	3	5	7
dissociate	CB72D1B4E93AF561AC69D87B79B22F1C	1	5	5	5
segregationism	CB72D1B4E93AF561AC69D87B79B22F1C	1	5	6	5
equaliser	CB72D1B4E93AF561AC69D87B79B22F1C	1	5	6	6
unequalled	CB72D1B4E93AF561AC69D87B79B22F1C	1	5	5	5
prejudgment	CB72D1B4E93AF561AC69D87B79B22F1C	1	5	5	3
egalitarian	CB72D1B4E93AF561AC69D87B79B22F1C	1	5	5	7
unequal	C01309EFB777076FE6AD43225A49D457	1	5	5	3
disproportion	C01309EFB777076FE6AD43225A49D457	1	5	5	2
disproportion	CB72D1B4E93AF561AC69D87B79B22F1C	1	5	5	4
exclusion	CB72D1B4E93AF561AC69D87B79B22F1C	1	5	5	3
unfair	CB72D1B4E93AF561AC69D87B79B22F1C	1	5	5	2
equable	9C2E01F223AE7768BC0D9843A50A88A5	1	4	6	9
unjustified	9C2E01F223AE7768BC0D9843A50A88A5	1	3	7	6
segregationist	C01309EFB777076FE6AD43225A49D457	1	5	5	4
unequal	9C2E01F223AE7768BC0D9843A50A88A5	1	4	5	7
justify	C01309EFB777076FE6AD43225A49D457	1	6	6	8
bigot	9C2E01F223AE7768BC0D9843A50A88A5	1	3	7	5
justification	C01309EFB777076FE6AD43225A49D457	1	5	5	8
unfair	C01309EFB777076FE6AD43225A49D457	1	4	5	8
reasonable	C01309EFB777076FE6AD43225A49D457	1	5	5	5
disproportionate	C01309EFB777076FE6AD43225A49D457	1	5	5	2
dissociate	FDEDCF7929B94077E133985905041C7C	1	5	1	2
justice	FDEDCF7929B94077E133985905041C7C	1	5	3	3
bias	FDEDCF7929B94077E133985905041C7C	1	1	4	5
fair-mindedness	FDEDCF7929B94077E133985905041C7C	1	8	4	9
unscrupulous	FDEDCF7929B94077E133985905041C7C	1	1	6	1
unjustified	FDEDCF7929B94077E133985905041C7C	1	1	3	1
segregationist	FDEDCF7929B94077E133985905041C7C	1	1	7	1
equivalent	FDEDCF7929B94077E133985905041C7C	1	5	2	8
equable	FDEDCF7929B94077E133985905041C7C	1	7	2	9
prejudgment	ACDD6FA536A0E1CE6C65A3F5687F3BAC	1	3	8	4
unfair	ACDD6FA536A0E1CE6C65A3F5687F3BAC	1	1	9	1
unbiased	ACDD6FA536A0E1CE6C65A3F5687F3BAC	1	9	9	9
tolerant	ACDD6FA536A0E1CE6C65A3F5687F3BAC	1	4	6	8
right	ACDD6FA536A0E1CE6C65A3F5687F3BAC	1	9	7	9
evenness	ACDD6FA536A0E1CE6C65A3F5687F3BAC	1	8	8	7
segregation	ACDD6FA536A0E1CE6C65A3F5687F3BAC	1	4	7	9
honesty	ACDD6FA536A0E1CE6C65A3F5687F3BAC	1	9	9	9
unbiased	208CA3F1150088304C597D9E4B2AB24A	1	8	8	8
segregationist	208CA3F1150088304C597D9E4B2AB24A	1	2	4	2
honesty	208CA3F1150088304C597D9E4B2AB24A	1	9	9	9
equalitarian	208CA3F1150088304C597D9E4B2AB24A	1	9	8	9
reasonable	208CA3F1150088304C597D9E4B2AB24A	1	8	9	8
constant	208CA3F1150088304C597D9E4B2AB24A	1	5	5	5
prejudice	208CA3F1150088304C597D9E4B2AB24A	1	1	4	1
right	208CA3F1150088304C597D9E4B2AB24A	1	9	9	9
justificatory	208CA3F1150088304C597D9E4B2AB24A	1	7	6	8
