WORD	ANNOTATOR_ID	RELEVANCE	VALENCE	AROUSAL	EXPRESSED_MORAL
national	778DB4E5081C7C36C0A90A251889518D	1	7	6	5
treacherous	778DB4E5081C7C36C0A90A251889518D	1	6	7	1
terrorise	778DB4E5081C7C36C0A90A251889518D	1	3	2	1
community	778DB4E5081C7C36C0A90A251889518D	1	6	7	5
segregation	778DB4E5081C7C36C0A90A251889518D	1	5	6	5
foreign	6F07BCFB027CF9CA087BD0A6BBFFE9FF	1	5	5	4
group	6F07BCFB027CF9CA087BD0A6BBFFE9FF	1	5	6	5
segregation	6F07BCFB027CF9CA087BD0A6BBFFE9FF	1	5	6	5
collective	6F07BCFB027CF9CA087BD0A6BBFFE9FF	1	5	6	7
collectivism	6F07BCFB027CF9CA087BD0A6BBFFE9FF	1	5	6	6
loyalty	FCB418018A029FF3B21D7B8AE3E18EB8	1	9	8	9
homeland	FCB418018A029FF3B21D7B8AE3E18EB8	1	5	6	5
together	FCB418018A029FF3B21D7B8AE3E18EB8	1	5	6	7
nationhood	FCB418018A029FF3B21D7B8AE3E18EB8	1	5	5	6
devoted	FCB418018A029FF3B21D7B8AE3E18EB8	1	5	5	9
solidarity	FCB418018A029FF3B21D7B8AE3E18EB8	1	5	6	9
loyal	FCB418018A029FF3B21D7B8AE3E18EB8	1	5	5	9
betrayal	FCB418018A029FF3B21D7B8AE3E18EB8	1	1	6	1
fellow	FCB418018A029FF3B21D7B8AE3E18EB8	1	5	5	5
group	BCC3FDECA7E357C86CE9B1AA10187BDF	1	6	6	7
devotedness	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	3	8
community	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	5	5
ally	BCC3FDECA7E357C86CE9B1AA10187BDF	1	7	7	8
patriot	BCC3FDECA7E357C86CE9B1AA10187BDF	1	4	4	5
communist	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	5	5
segregationism	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	6	3
segregation	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	6	4
communal	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	6	5
jilted	D07A2582A00F88204622E71775319B3C	1	3	4	3
spy	D07A2582A00F88204622E71775319B3C	1	2	4	2
unison	D07A2582A00F88204622E71775319B3C	1	8	4	8
nationalisation	D07A2582A00F88204622E71775319B3C	1	7	8	5
cliquish	D07A2582A00F88204622E71775319B3C	1	2	7	7
renegade	D07A2582A00F88204622E71775319B3C	1	6	8	2
terrorist	6C5C7F5C12A2279514A8E7722E3A7530	1	3	2	3
nationalist	6C5C7F5C12A2279514A8E7722E3A7530	1	6	7	7
guild	D07A2582A00F88204622E71775319B3C	1	4	4	7
immigration	D07A2582A00F88204622E71775319B3C	1	7	3	5
segregation	ACFA2AB04F235E885F447EEAE27DDC07	1	7	7	4
imposter	6C5C7F5C12A2279514A8E7722E3A7530	1	2	2	3
loyalist	D07A2582A00F88204622E71775319B3C	1	2	8	9
individualised	E3C1AD7937501CA0BB5F386CD0F54E2A	1	8	5	4
community	864C97282747D4BEB83D96B29067CE10	1	9	4	9
homeland	864C97282747D4BEB83D96B29067CE10	1	9	5	9
deceit	864C97282747D4BEB83D96B29067CE10	1	2	6	1
segregation	864C97282747D4BEB83D96B29067CE10	1	5	5	5
nationalist	864C97282747D4BEB83D96B29067CE10	1	4	4	4
sequester	864C97282747D4BEB83D96B29067CE10	1	5	5	5
nationalisation	864C97282747D4BEB83D96B29067CE10	1	9	4	8
devotee	864C97282747D4BEB83D96B29067CE10	1	9	1	9
nationwide	864C97282747D4BEB83D96B29067CE10	1	8	2	8
cohort	52CE3787E1F5BB856BEFAB053A86F32C	1	5	3	6
loyal	52CE3787E1F5BB856BEFAB053A86F32C	1	7	3	9
insider	52CE3787E1F5BB856BEFAB053A86F32C	1	5	3	6
communism	52CE3787E1F5BB856BEFAB053A86F32C	1	3	3	5
member	52CE3787E1F5BB856BEFAB053A86F32C	1	5	2	8
ally	52CE3787E1F5BB856BEFAB053A86F32C	1	7	3	8
imposter	52CE3787E1F5BB856BEFAB053A86F32C	1	2	5	2
solidarity	52CE3787E1F5BB856BEFAB053A86F32C	1	5	5	8
loyalty	52CE3787E1F5BB856BEFAB053A86F32C	1	8	3	9
communism	BC87CD993EBC2A18396FE378CC9DFE71	1	6	6	7
abandon	BC87CD993EBC2A18396FE378CC9DFE71	1	3	5	2
together	BC87CD993EBC2A18396FE378CC9DFE71	1	7	5	7
cliquish	BC87CD993EBC2A18396FE378CC9DFE71	1	4	4	6
community	BC87CD993EBC2A18396FE378CC9DFE71	1	7	6	7
betrayal	BC87CD993EBC2A18396FE378CC9DFE71	1	1	7	1
individual	BC87CD993EBC2A18396FE378CC9DFE71	1	5	5	5
treacherous	BC87CD993EBC2A18396FE378CC9DFE71	1	2	8	1
solidarity	BC87CD993EBC2A18396FE378CC9DFE71	1	8	7	8
traitor	5F2F05FB0B7F4BC6D386BDA6D0FDAF20	1	1	5	1
homeland	927C72C515189A6068C4C3A5180CEAED	1	8	7	6
nationhood	927C72C515189A6068C4C3A5180CEAED	1	6	6	6
group	927C72C515189A6068C4C3A5180CEAED	1	6	6	7
fellowship	5F2F05FB0B7F4BC6D386BDA6D0FDAF20	1	8	2	9
spy	927C72C515189A6068C4C3A5180CEAED	1	3	5	1
together	927C72C515189A6068C4C3A5180CEAED	1	8	8	9
nationhood	5F2F05FB0B7F4BC6D386BDA6D0FDAF20	1	8	2	8
devoted	927C72C515189A6068C4C3A5180CEAED	1	7	7	7
comradeship	927C72C515189A6068C4C3A5180CEAED	1	7	8	7
devotedness	927C72C515189A6068C4C3A5180CEAED	1	7	8	8
individualised	927C72C515189A6068C4C3A5180CEAED	1	5	6	5
cliquish	5F2F05FB0B7F4BC6D386BDA6D0FDAF20	1	3	5	2
individual	5F2F05FB0B7F4BC6D386BDA6D0FDAF20	1	5	5	5
national	3EB13FF68C11C989BF1550FE24D26C52	1	6	6	6
devotedness	3EB13FF68C11C989BF1550FE24D26C52	1	9	9	9
cohort	3EB13FF68C11C989BF1550FE24D26C52	1	5	6	5
nationhood	3EB13FF68C11C989BF1550FE24D26C52	1	5	2	5
collectivist	3EB13FF68C11C989BF1550FE24D26C52	1	4	3	5
nationalisation	3EB13FF68C11C989BF1550FE24D26C52	1	5	6	5
terrorist	3EB13FF68C11C989BF1550FE24D26C52	1	1	7	1
united	5F2F05FB0B7F4BC6D386BDA6D0FDAF20	1	8	7	8
collectivism	3EB13FF68C11C989BF1550FE24D26C52	1	5	6	6
imposter	3EB13FF68C11C989BF1550FE24D26C52	1	1	5	1
solidarity	5F2F05FB0B7F4BC6D386BDA6D0FDAF20	1	9	9	9
individualised	5F2F05FB0B7F4BC6D386BDA6D0FDAF20	1	3	5	3
collectivism	5F2F05FB0B7F4BC6D386BDA6D0FDAF20	1	9	7	9
devoted	CCC1502F0BBC5CFF630B67928EB60C8B	1	7	6	7
immigration	CCC1502F0BBC5CFF630B67928EB60C8B	1	5	4	5
communist	CCC1502F0BBC5CFF630B67928EB60C8B	1	3	4	9
individualised	CCC1502F0BBC5CFF630B67928EB60C8B	1	5	2	5
communism	CCC1502F0BBC5CFF630B67928EB60C8B	1	3	3	7
disloyal	F303C7BBCBF5631EC246DB0E4A203046	1	3	3	1
terrorism	CCC1502F0BBC5CFF630B67928EB60C8B	1	1	4	9
segregation	F303C7BBCBF5631EC246DB0E4A203046	1	4	6	5
fellow	CCC1502F0BBC5CFF630B67928EB60C8B	1	5	5	5
family	CCC1502F0BBC5CFF630B67928EB60C8B	1	9	7	9
individualistic	F303C7BBCBF5631EC246DB0E4A203046	1	5	5	3
terrorist	CCC1502F0BBC5CFF630B67928EB60C8B	1	1	5	9
jilted	11D74E4CC6080509B0BE02A7B7D77B47	1	1	4	1
sequester	11D74E4CC6080509B0BE02A7B7D77B47	1	6	6	5
segregationist	F303C7BBCBF5631EC246DB0E4A203046	1	5	5	8
communism	11D74E4CC6080509B0BE02A7B7D77B47	1	3	4	4
collective	F303C7BBCBF5631EC246DB0E4A203046	1	7	6	8
clique	F303C7BBCBF5631EC246DB0E4A203046	1	4	5	8
solidarity	F303C7BBCBF5631EC246DB0E4A203046	1	6	5	9
communal	F303C7BBCBF5631EC246DB0E4A203046	1	5	5	8
nationalisation	F303C7BBCBF5631EC246DB0E4A203046	1	5	5	3
collectivist	3B421D473099DBDE85779319E217C1DD	1	3	5	7
communism	3B421D473099DBDE85779319E217C1DD	1	1	5	1
renegade	3B421D473099DBDE85779319E217C1DD	1	5	5	3
traitor	3B421D473099DBDE85779319E217C1DD	1	1	5	1
treacherous	3B421D473099DBDE85779319E217C1DD	1	1	5	1
fellowship	3B421D473099DBDE85779319E217C1DD	1	9	1	9
commune	3B421D473099DBDE85779319E217C1DD	1	1	7	1
communist	3B421D473099DBDE85779319E217C1DD	1	1	7	1
patriot	3B421D473099DBDE85779319E217C1DD	1	5	2	9
member	8BA2427F093BA7ADDBC202DB6AA27893	1	8	6	4
communism	8BA2427F093BA7ADDBC202DB6AA27893	1	7	6	6
commune	301D2475EFEC3749C2440AB8C6DD0FCD	1	7	2	8
fellow	301D2475EFEC3749C2440AB8C6DD0FCD	1	9	2	9
group	301D2475EFEC3749C2440AB8C6DD0FCD	1	6	4	9
communal	301D2475EFEC3749C2440AB8C6DD0FCD	1	7	3	7
segregationist	301D2475EFEC3749C2440AB8C6DD0FCD	1	2	7	2
joint	301D2475EFEC3749C2440AB8C6DD0FCD	1	7	2	7
betrayal	301D2475EFEC3749C2440AB8C6DD0FCD	1	1	8	1
individualistic	301D2475EFEC3749C2440AB8C6DD0FCD	1	4	4	5
guild	301D2475EFEC3749C2440AB8C6DD0FCD	1	7	2	7
miscreant	D6F12FBD96E07B40FE03E40D4F91D0C8	1	2	5	1
segregationist	D6F12FBD96E07B40FE03E40D4F91D0C8	1	5	5	5
sequester	D6F12FBD96E07B40FE03E40D4F91D0C8	1	5	5	5
united	D6F12FBD96E07B40FE03E40D4F91D0C8	1	5	3	8
comradeship	D6F12FBD96E07B40FE03E40D4F91D0C8	1	6	5	8
individual	D6F12FBD96E07B40FE03E40D4F91D0C8	1	6	5	5
deceive	D6F12FBD96E07B40FE03E40D4F91D0C8	1	2	2	2
fellow	D6F12FBD96E07B40FE03E40D4F91D0C8	1	6	5	8
loyal	D6F12FBD96E07B40FE03E40D4F91D0C8	1	7	6	9
renegade	BEEBE03BC64A5256DBB7C66B18D12F14	1	5	6	5
clique	BEEBE03BC64A5256DBB7C66B18D12F14	1	5	5	5
devotedness	BEEBE03BC64A5256DBB7C66B18D12F14	1	5	5	5
loyalist	BEEBE03BC64A5256DBB7C66B18D12F14	1	5	5	5
immigration	BEEBE03BC64A5256DBB7C66B18D12F14	1	5	5	5
nationalist	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	7
loyalist	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	8
fellowship	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	5
collective	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	5
cliquish	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	5
community	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	5
devotee	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	5
individualistic	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	5
disloyal	50F1D17435B53F4BE0F5D1F47C8D7826	1	5	5	1
devotee	AC292C14BD2C95EE80892767C1D8FA1C	1	9	9	9
betrayal	AC292C14BD2C95EE80892767C1D8FA1C	1	2	2	1
deceit	EF1F955640B73C67191942890930E0AC	1	1	6	1
terrorism	EF1F955640B73C67191942890930E0AC	1	3	7	5
insider	EF1F955640B73C67191942890930E0AC	1	4	4	6
treacherous	AC292C14BD2C95EE80892767C1D8FA1C	1	5	5	1
individual	AC292C14BD2C95EE80892767C1D8FA1C	1	5	5	5
abandon	AC292C14BD2C95EE80892767C1D8FA1C	1	5	5	1
loyalist	FE5A1B7ABCEC1DD1028CE61AA6E08431	1	8	8	9
comradeship	FE5A1B7ABCEC1DD1028CE61AA6E08431	1	9	9	9
sequester	FE5A1B7ABCEC1DD1028CE61AA6E08431	1	5	6	3
nationwide	AC292C14BD2C95EE80892767C1D8FA1C	1	6	6	5
nationalisation	AC292C14BD2C95EE80892767C1D8FA1C	1	7	7	7
disloyalty	FE5A1B7ABCEC1DD1028CE61AA6E08431	1	2	3	1
fellow	AC292C14BD2C95EE80892767C1D8FA1C	1	7	7	8
immigration	AC292C14BD2C95EE80892767C1D8FA1C	1	5	5	7
insider	FE5A1B7ABCEC1DD1028CE61AA6E08431	1	5	5	5
collectivism	FE5A1B7ABCEC1DD1028CE61AA6E08431	1	8	7	7
segregationism	FE5A1B7ABCEC1DD1028CE61AA6E08431	1	5	5	5
commune	FE5A1B7ABCEC1DD1028CE61AA6E08431	1	5	5	5
nationhood	E92707ED8D29DE214C19A222BF21C7DF	1	6	5	8
imposter	E92707ED8D29DE214C19A222BF21C7DF	1	2	3	3
national	E92707ED8D29DE214C19A222BF21C7DF	1	6	2	5
united	E92707ED8D29DE214C19A222BF21C7DF	1	8	8	9
betrayal	E92707ED8D29DE214C19A222BF21C7DF	1	1	6	1
individualistic	E92707ED8D29DE214C19A222BF21C7DF	1	6	5	4
homeland	E92707ED8D29DE214C19A222BF21C7DF	1	8	9	8
cliquish	E92707ED8D29DE214C19A222BF21C7DF	1	2	8	7
spy	E92707ED8D29DE214C19A222BF21C7DF	1	1	9	1
disloyal	AB175ABF5368D371B28800AAE1A0DB94	1	1	2	1
foreign	AB175ABF5368D371B28800AAE1A0DB94	1	3	4	3
abandon	AB175ABF5368D371B28800AAE1A0DB94	1	2	4	2
deceit	AB175ABF5368D371B28800AAE1A0DB94	1	1	5	1
communist	AB175ABF5368D371B28800AAE1A0DB94	1	5	6	5
jilted	AB175ABF5368D371B28800AAE1A0DB94	1	1	5	1
sequester	D8DB45B074E30D42C3B3794B28C0309B	1	3	5	5
member	AB175ABF5368D371B28800AAE1A0DB94	1	8	6	9
national	D8DB45B074E30D42C3B3794B28C0309B	1	6	7	8
united	AB175ABF5368D371B28800AAE1A0DB94	1	8	6	9
collectivist	D8DB45B074E30D42C3B3794B28C0309B	1	6	6	5
terrorise	AB175ABF5368D371B28800AAE1A0DB94	1	2	6	1
immigration	D8DB45B074E30D42C3B3794B28C0309B	1	1	6	2
apostasy	D8DB45B074E30D42C3B3794B28C0309B	1	6	6	5
communism	D8DB45B074E30D42C3B3794B28C0309B	1	1	7	1
devotedness	D8DB45B074E30D42C3B3794B28C0309B	1	9	8	9
communist	D8DB45B074E30D42C3B3794B28C0309B	1	1	5	1
guild	D8DB45B074E30D42C3B3794B28C0309B	1	5	5	5
terrorist	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	5	1
segregationist	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	5	5
united	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	5	8
nationwide	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	5	5
family	BCC3FDECA7E357C86CE9B1AA10187BDF	1	8	7	8
insider	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	5	5
sequester	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	5	5
together	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	5	5
loyalist	BCC3FDECA7E357C86CE9B1AA10187BDF	1	5	6	5
guild	A1FED85BF81CEDC61DEC26A93E76B37F	1	5	2	9
miscreant	382235231A1554D2CF102326A186B317	1	3	2	2
deceive	A1FED85BF81CEDC61DEC26A93E76B37F	1	1	6	1
communal	382235231A1554D2CF102326A186B317	1	8	6	8
devoted	A1FED85BF81CEDC61DEC26A93E76B37F	1	6	5	9
deceit	382235231A1554D2CF102326A186B317	1	3	8	2
cohort	A1FED85BF81CEDC61DEC26A93E76B37F	1	5	5	7
immigration	A1FED85BF81CEDC61DEC26A93E76B37F	1	5	5	5
guild	382235231A1554D2CF102326A186B317	1	7	5	8
devotedness	A1FED85BF81CEDC61DEC26A93E76B37F	1	6	6	9
collective	382235231A1554D2CF102326A186B317	1	7	6	9
ally	A1FED85BF81CEDC61DEC26A93E76B37F	1	7	6	9
jilted	A1FED85BF81CEDC61DEC26A93E76B37F	1	5	5	5
collectivist	A1FED85BF81CEDC61DEC26A93E76B37F	1	6	6	8
imposter	382235231A1554D2CF102326A186B317	1	3	7	2
loyalist	382235231A1554D2CF102326A186B317	1	7	8	9
together	382235231A1554D2CF102326A186B317	1	8	7	8
individualised	382235231A1554D2CF102326A186B317	1	5	7	3
family	3C326DAE2FC36C4BEC292536C1A05813	1	8	3	9
nationalist	3C326DAE2FC36C4BEC292536C1A05813	1	4	6	8
terrorise	3C326DAE2FC36C4BEC292536C1A05813	1	2	8	3
individualistic	3C326DAE2FC36C4BEC292536C1A05813	1	4	5	2
deceive	3C326DAE2FC36C4BEC292536C1A05813	1	2	6	1
miscreant	3C326DAE2FC36C4BEC292536C1A05813	1	3	6	2
clique	3C326DAE2FC36C4BEC292536C1A05813	1	3	6	7
insider	3C326DAE2FC36C4BEC292536C1A05813	1	5	5	7
treacherous	09B3CDB7EE647EEB3AA04AB94F6F6B72	1	2	7	1
disloyal	3C326DAE2FC36C4BEC292536C1A05813	1	2	6	1
cohort	09B3CDB7EE647EEB3AA04AB94F6F6B72	1	5	6	7
patriot	09B3CDB7EE647EEB3AA04AB94F6F6B72	1	8	4	9
collectivist	09B3CDB7EE647EEB3AA04AB94F6F6B72	1	5	6	7
nationwide	09B3CDB7EE647EEB3AA04AB94F6F6B72	1	5	4	8
comradeship	09B3CDB7EE647EEB3AA04AB94F6F6B72	1	5	6	8
