word,score,freq
richest,0.5876656359670018,136
percent,0.8302659335193924,23236
taxpayers,0.0,2060
union,0.0,5207
backed,0.5042395012552451,1055
counting,0.0,334
likes,0.2518482253144694,563
mit,0.5603769283504638,330
lester,0.5626952674379813,129
thurow,0.6373416542947133,102
harvard,0.23254918998013477,1384
robert,0.4619217651169341,3528
reich,0.7544285834564178,356
among,0.5209313999020418,8187
founding,0.16532371788043704,638
scholars,0.4237316187853932,781
kicked,0.2770402668986689,262
campaign,0.644373579476831,5823
influence,0.37166787653514616,2159
summer,0.3980531259126489,1614
conference,0.4943889217572498,1974
called,0.09600712469576649,8193
first,0.2801534661495029,21384
days,0.26354070939168134,4929
variety,0.0,1406
strength,0.44698786172343113,741
former,0.0,6031
york,0.0,9965
senatorial,0.0,38
candidate,0.3794898357057093,2276
mark,0.409077746842146,1695
green,0.3543087617865401,1358
democracy,0.0,2083
project,0.0,3098
rivals,0.2018378220805599,271
blueprints,0.3910067563119267,37
transition,0.5518684402892153,659
yet,0.0,9330
unpublished,0.4005666801006151,73
guide,0.3382029293721873,862
transforming,0.45964225372174405,163
agencies,0.0,2525
diverse,0.5420875456505013,584
contributor,0.550416764436346,271
list,0.8137847523505886,2481
ranging,0.15199474968933196,760
arms,0.0,1351
controllers,0.7519580423568611,211
social,0.21347426191773972,12035
programmers,0.0,113
socialists,0.0,546
smorgasbord,0.5493931549367052,17
include,0.44861753809846333,2636
governance,0.6477560687620877,252
due,0.188041281764857,2744
early,0.5458978726026437,5906
raging,0.1865950599178558,116
moderates,0.30659886980546336,83
american,0.48883227226847303,19433
regardless,0.0,866
party,0.0,9173
wins,0.0,354
spite,0.0,459
efforts,0.0,3147
however,0.0,8297
champions,0.0,198
may,0.24850589874019266,21470
find,0.0,7075
setting,0.0,1216
duplicate,0.0,93
including,0.0,6786
side,0.41000067993431216,4000
economics,0.17446727415409014,4139
sdi,0.21137677650394252,78
really,0.8443734817407557,7660
old,0.8767954988023139,8786
costumed,0.839531794586285,16
thrill,0.833801730863251,86
true,0.9049708893782974,5472
believers,0.9045662916153637,244
presumably,0.826058329274349,664
grown,0.9168188303353203,987
easily,0.16611420935723148,1826
captivated,0.4321140370695595,28
donald,0.0,2879
loss,0.0,1637
majority,0.0,3689
supporters,0.44938897353353163,1562
believed,0.16727553144831242,1420
election,0.22927854084291485,4267
rigged,0.4655369290386224,123
adopted,0.4522490754680564,1156
wild,0.0,742
conspiracy,0.0,917
theories,0.375992230995685,922
involving,0.0,964
chinese,0.0,1792
hugo,0.06720433043379646,142
chavez,0.0,143
state,0.0,29342
level,0.0,4781
republican,0.40113218811522783,5070
officials,0.7488582739376117,5010
beliefs,0.4209233496887364,883
culminated,0.21273306620044144,61
attack,0.5912472966367107,2665
capitol,0.6089075249639578,817
five,0.0,4898
people,0.0911463109717324,41498
dead,0.0,1841
make,0.868352928971877,17034
sense,0.0,5220
events,0.9968354541257529,1865
argued,0.0,2145
platforms,0.0,275
facebook,0.18678055889715436,638
twitter,0.0,768
allowed,0.27649619046002266,3052
spread,0.0,1350
unimpeded,0.0,26
leading,0.0,2166
erroneous,0.1294054216306884,152
deadly,0.37631999992985066,543
behaviors,0.0,209
words,0.2846388708022509,3644
blame,0.13572223062394953,1028
misinformation,0.4247699495851518,140
violence,0.0,3046
strains,0.9069626763982666,142
credulity,0.9066697146800823,38
believe,0.0,5948
random,0.7296202354806646,580
tweets,0.17047276158670846,172
lead,0.0,2929
otherwise,0.2944547641484879,2230
normal,0.7234018226510223,1190
drive,0.8466455693262549,1701
across,0.3920972647882975,3377
country,0.725462058086537,10629
stage,0.5108181405797726,1210
insurrection,0.5385915719287394,97
places,0.823273040200288,1913
undue,0.6098021256886846,93
focus,0.0,1695
rather,0.6341449136606452,8125
institutions,0.7656557676572782,2815
sharing,0.3514521887375992,645
choose,0.4727853449103253,2247
access,0.5244062921678226,2703
also,0.36912686029486064,21201
seems,0.5464101336114349,5691
odd,0.5288124202178757,516
call,0.33997038330837814,4184
intervention,0.4072560814693777,1522
information,0.0,6575
ecosystem,0.555168827932513,117
members,0.39321814291546936,5263
congress,0.6662838774044897,8375
instance,0.772813411608769,2450
biggest,0.32716390381112614,1445
purveyors,0.1372595601576236,63
since,0.5622796457829302,13668
became,0.0,4049
profile,0.2978553756674125,611
media,0.0,5281
repeatedly,0.0,912
claimed,0.0,1585
elections,0.0,1357
last,0.0,11876
year,0.24394443117796272,20449
become,0.445769491436491,7251
vociferous,0.0,41
come,0.0,7901
surprise,0.0,863
person,0.5072207838539832,5533
bully,0.7239589272938578,96
pulpit,0.8396286486425563,35
able,0.09966439229473043,4546
convince,0.24463371074424464,622
voters,0.0,2735
cheated,0.0,78
politicians,0.0,3074
build,0.0,2245
mobilize,0.0890548125760465,73
coalitions,0.0,116
ledger,0.0,74
electoral,0.0,630
losers,0.3181625727013231,284
naturally,0.0,703
prone,0.7619874222644899,263
believing,0.22619194462256292,324
claims,0.0,3517
exacerbated,0.16577900985767877,95
tendency,0.0,674
core,0.12830460759047768,954
account,0.10763316987764496,2841
well,0.7565064139352875,16549
dispositions,0.6997859277710925,26
audiences,0.3075550198492937,476
role,0.5634471001117386,3865
mediums,0.5171195796257884,18
communication,0.2658091354503202,608
fomenting,0.32481168278421374,27
like,0.0,23878
riot,0.0,226
highly,0.7575760574968249,2145
conditional,0.6282245180994785,68
much,0.466810070810616,19494
smaller,0.7224110985450108,1319
arguing,0.429578622978042,1156
nonetheless,0.0,817
pundits,0.0,333
interventions,0.15890780883668054,390
benign,0.29135600768194764,210
journalistic,0.2531471166489755,241
fact,0.0,10201
checking,0.0,374
heavy,0.21130287789148464,1227
handed,0.0,610
internet,0.492639465307241,2807
censorship,0.2598030488883057,896
nationalization,0.0,174
calls,0.0,2804
intensified,0.0,95
recently,0.6591882067196418,4241
journalists,0.0,1206
declared,0.0,1887
entered,0.0,686
post,0.0,4042
truth,0.0,2373
lies,0.2910153607112302,1120
groundless,0.0,28
carried,0.7017840379918135,934
weight,0.2934712713110437,928
statements,0.1433464051562184,913
sentiments,0.12270089511171094,261
grew,0.0,1150
widespread,0.0,1124
covid,0.0,776
pandemic,0.2830760268141645,741
desire,0.8724183880108694,1292
things,0.47945084790945214,8194
act,0.6227243446885521,7856
often,0.7386543900022928,7678
intentioned,0.3378975388142519,116
would,0.8307401227487409,56574
prefer,0.47042932744240556,928
inject,0.3059229553956149,94
heard,0.0,1851
prevent,0.5437004287010793,2011
designs,0.10800957141353269,265
sometimes,0.0,3224
expressions,0.0,149
crass,0.7130250787401521,74
self,0.3030969346071382,7259
interest,0.3548925658218289,7715
worse,0.7282561508074531,2291
authoritarian,0.0,553
tendencies,0.558240126076001,222
clear,0.0,4761
public,0.0,21020
mostly,0.0,1990
top,0.42298652057622227,3222
phenomenon,0.5665839429675881,846
driven,0.24245642981423143,1073
conspiratorial,0.24347709679201487,59
rhetoric,0.6046643638977593,1233
elites,0.16305876214431914,357
scripture,0.7246946308765843,30
current,0.8160498533521915,4714
maladies,0.0,22
wrought,0.64433498639042,117
mass,0.0,2428
spreading,0.1257190310313669,357
course,0.0,6879
something,0.37591481292246653,7752
must,0.0,10824
done,0.26055185134278036,4577
stop,0.19472204977122787,3255
enter,0.0,987
legal,0.0,7548
scholar,0.41567267889105197,597
cass,0.3566954608809226,60
sunstein,0.0,124
book,0.0,13220
liars,0.0,56
falsehoods,0.0,63
free,0.0,16787
speech,0.0,4156
age,0.0,3860
deception,0.0,175
expresses,0.7630369508358614,159
questionable,0.0,302
popular,0.19197733511455542,3667
false,0.0,1413
travel,0.0,1375
faster,0.0,730
farther,0.30181935837443097,204
responsible,0.0,1910
needed,0.2810216500293675,2637
lest,0.0,204
lose,0.0,1728
recognize,0.0,1423
dangers,0.3657779776360718,554
asking,0.5839881668150235,1229
arbiter,0.45693234422425916,47
invokes,0.1998037386330182,73
justice,0.5195390763974678,5816
jackson,0.5761340370268212,912
clarify,0.4273221081982971,148
stakes,0.0,235
governments,0.0,3350
police,0.04657621993422761,8004
inevitably,0.0,634
move,0.1293014115420603,3237
policing,0.0,324
dissent,0.0,478
fully,0.0,1645
eliminate,0.0,1092
turn,0.0,3806
dissenters,0.4193354167902155,100
ultimately,0.32032347472462414,1844
concludes,0.8070482285360764,769
circumstances,0.22970822484619854,1161
reason,0.0,18060
authority,0.9039706945242455,3058
censor,0.0,176
punish,0.38958140504540834,471
use,0.5607980282850933,14454
tools,0.27054882043124145,808
harmful,0.0,535
argument,0.19080741685792335,3985
brief,0.0,975
constitutionally,0.26318299380356946,264
protected,0.3894092380206125,1172
show,0.0,5541
threaten,0.2932340096933136,420
because,0.4548956458938431,3602
serious,0.9391441626759437,3409
harm,0.8821638104843833,1237
cannot,0.0,5239
avoided,0.5219814482033889,395
protective,0.7625581369514878,372
concedes,0.3539292781620194,265
require,0.5768867933337924,2425
punishment,0.2991830280620875,872
insists,0.2763430383843096,474
required,0.3653396950918623,2916
begins,0.2924021627344939,927
already,0.28812032791441544,6375
proscribed,0.0,42
forms,0.0,1732
defamation,0.0,96
fraud,0.6551520234267247,1163
expands,0.0,132
specifically,0.0,1085
see,0.0,10824
regulation,0.24526037975504322,3969
knowingly,0.0,108
creates,0.0,706
danger,0.19280899469802865,1164
hand,0.0,4066
acknowledges,0.0,368
trusted,0.0,303
biases,0.0,161
punishing,0.6360847526144103,173
mere,0.5509242508354235,1252
falsehood,0.4908501104984703,42
simultaneously,0.48267304673189587,509
categories,0.46862833530714043,597
lack,0.0,2316
constitutional,0.0,2513
protection,0.0,3114
play,0.0,2484
determining,0.0,364
freely,0.4583098607577449,580
express,0.28083049200269083,963
wants,0.8252093400898709,3102
independent,0.6674989499049773,2476
tribunal,0.6474733779600431,63
decisions,0.20158499877438693,2424
could,0.0,24896
actually,0.0,5778
meanwhile,0.0,1792
foster,0.819063838832459,612
exactly,0.5217094968683704,2078
kinds,0.17901823480463847,1163
says,0.0,15647
persecuted,0.568611950434077,79
reinforce,0.5447763355726205,149
idea,0.6359064325271033,6563
possess,0.459446082690087,463
important,0.0,7301
secret,0.2849661737999924,1529
knowledge,0.0,2552
prosecuted,0.0,261
martyrs,0.0,44
trials,0.0,555
accused,0.0,1266
draw,0.10730174332315115,844
example,0.2903370214652372,8444
thinks,0.43731708584444207,1352
vaccine,0.8365061258760769,585
need,0.19914970421106876,8372
lie,0.8211474702011704,765
vaccinations,0.0,47
mandatory,0.7262719915336106,1022
motive,0.8040306666659769,333
actions,0.7870443359148936,2262
stem,0.0,333
engaging,0.0,488
prescribed,0.0,189
even,0.0,28988
justified,0.5162524841136857,744
besides,0.0,680
engage,0.0,847
wrong,0.0,4104
though,0.37812641940197694,7542
exposed,0.4358550415568361,635
improve,0.35804112723231607,1120
outcomes,0.6159594904856537,473
credits,0.7258200081695307,548
power,0.9108334267460522,12010
century,0.0,5180
research,0.0,5872
belief,0.0,1473
formation,0.7048776658558449,335
shown,0.9440770849693146,1266
change,0.7333310582752366,6401
adopt,0.946713316656619,762
usually,0.0,2506
worldviews,0.39535803198972225,30
alignment,0.4891624814840717,30
puts,0.0,956
responsibility,0.337825443795261,2055
partially,0.25198532123319967,337
back,0.45450066707567305,10165
believer,0.6077897046228998,152
ignores,0.7190221224059545,469
political,0.0,18071
driving,0.43209865203166486,1398
prominent,0.4629388745555904,981
partisan,0.0,513
leaders,0.25479949618309483,2632
wield,0.0,117
enormous,0.0,1104
partisans,0.0,156
exists,0.7332548160576855,1001
whether,0.0,7977
speak,0.0,1448
truthfully,0.0,18
seen,0.0,3454
told,0.5745201869837138,6838
omits,0.0,56
facet,0.37554352308271227,46
opinion,0.5828469884218647,2342
blind,0.8979951223751114,619
paradox,0.6358795316764617,231
ones,0.7239718008182231,2372
empower,0.0,108
unlikely,0.0,1135
enforcement,0.0,2763
likely,0.0,5717
target,0.0,1142
less,0.5341029523488711,12010
powerful,0.22256194703464333,2410
probable,0.0,345
result,0.633628864558233,5356
influential,0.0,747
another,0.3052300459018443,11162
cudgel,0.0,15
violating,0.8275843995500481,624
citizens,0.0,3800
rights,0.0,11794
case,0.0,11811
point,0.5886682250466388,8621
encouraged,0.0,735
remain,0.5028176722811616,1978
writing,0.27441036348313924,2771
recommendations,0.2708717337548337,500
difficult,0.35684255566941,2861
know,0.0,9527
illegal,0.7152557464137446,2775
forward,0.6174604815473099,1210
four,0.834936702587084,5283
considerations,0.19429069415165404,411
determine,0.3936766559238963,1196
speaker,0.0,867
mind,0.33601768351596756,3558
purposely,0.23618347665884545,54
lying,0.0,414
mistaken,0.0,374
magnitude,0.8819748721557349,276
potential,0.0,3081
grave,0.0,312
nonexistent,0.6664879164180967,208
likelihood,0.6800315947172145,318
certain,0.8979115677141517,4440
improbable,0.1659047678700234,114
timing,0.959800261072439,209
imminent,0.5319276833194116,255
distant,0.0,376
future,0.0,6278
asks,0.8981838113344748,815
readers,0.4379962697588643,2270
consider,0.0,3563
factors,0.0,1154
considering,0.497271836566395,1014
individual,0.6729083146694692,6919
leave,0.7100897929638794,2314
authorities,0.8335826922589235,1670
figure,0.0,2211
particular,0.47563886972440034,3296
falls,0.5434722093715343,584
within,0.0,5569
possible,0.0,5144
certainly,0.0,3388
chill,0.6782396297495042,58
terms,0.5405242724334635,3552
confidence,0.8766061326000774,744
agents,0.7763597535912796,1447
tech,0.0,1041
companies,0.6710502963621744,6332
real,0.0,8217
tell,0.18384245763614243,3397
fiction,0.853555786392799,1790
error,0.6748648243334222,829
professional,0.3635950071282242,1868
checkers,0.35874995964251016,30
always,0.0,6003
agree,0.5932565854632946,2107
serve,0.14086048044731073,1877
underground,0.5438345589514075,659
challenged,0.9401776109907334,671
generalities,0.9809703003243009,23
assert,0.9897463902065758,345
facts,0.0,1818
saying,0.5863157881317841,3263
autism,0.4525670088758577,52
factually,0.0,27
trust,0.0,1519
entirely,0.0,1743
refers,0.8672298592318516,470
convey,0.572479348012583,152
meaning,0.5294993113719809,1611
punishable,0.0,133
unless,0.7990327138059615,2021
step,0.8547219520230348,1977
ban,0.0,2441
unwelcome,0.606400446059962,77
meanings,0.0,133
oxford,0.0,314
university,0.0,8797
press,0.27065094382307414,5971
times,0.0,8955
april,0.6280829249844617,2518
unofficial,0.5976650408017602,123
holiday,0.6531646141005809,280
celebrating,0.0,184
marijuana,0.0,3774
preparing,0.0,324
rally,0.0,492
near,0.48725766922494074,2127
capitols,0.1620780163460647,11
concerts,0.4850100190343026,84
huge,0.34340575134514884,1926
fairs,0.36079335925099837,16
fill,0.0,726
air,0.38631936150915747,4133
thick,0.4062461072380804,150
pungent,0.13572009838234825,26
smoke,0.22364936777844188,843
monday,0.23500904778214127,1526
coronavirus,0.0,1131
still,0.0,11644
going,0.0,9069
united,0.0,10395
states,0.0,15905
rest,0.0,2609
staying,0.0,283
home,0.05498460957193917,7161
avoid,0.10715052672030052,1979
disease,0.0,2014
caused,0.0,1784
virus,0.0,530
means,0.6858132370643829,6317
yesterday,0.0,212
wrote,0.0,4731
long,0.0,13014
delayed,0.92709954032446,313
harassment,0.0,731
crimes,0.5396757150123036,1793
bill,0.5688283958414594,8105
clinton,0.6248945476822799,5035
ted,0.0,572
kennedy,0.2602303107769384,1329
welcome,0.7573282552132523,787
arriving,0.35468113009925156,138
distinctly,0.5107324710694512,102
convenient,0.9219892711597582,325
senators,0.8939672156677999,730
amazon,0.0,424
com,0.3404781452205879,1748
inc,0.0,874
explain,0.0,1735
removed,0.0,833
transgender,0.0,139
issues,0.0,4559
sale,0.23358623792925157,1323
platform,0.7046974260291795,791
three,0.5516806564833155,9567
letter,0.5674700986981583,2448
chief,0.0,2786
executive,0.0,2315
jeff,0.18645560441208114,480
bezos,0.0,37
dated,0.042044354742318386,141
sens,0.4019401188896057,188
marco,0.5442317771883174,102
rubio,0.0,121
florida,0.5694259914526908,2126
mike,0.0,867
lee,0.3650528108465363,902
utah,0.8670334602253249,516
braun,0.8881701136341813,99
indiana,0.5820234577321591,480
josh,0.4237400775262342,96
hawley,0.4363544889211391,104
missouri,0.0,443
said,0.6799469052325197,15641
conservative,0.6485746179240549,4239
ryan,0.37008747604810277,395
anderson,0.4318107023184193,878
harry,0.4246474897332355,753
sally,0.0,127
responding,0.7705135641072506,427
moment,0.9272760175119117,1746
longer,0.9444030276483987,3606
available,0.8330157595918657,3676
nebraska,0.7851584157631192,221
legislators,0.6953472233047718,1073
death,0.8636348911516899,4038
penalty,0.0,692
wasteful,0.5260582406169882,258
ineffective,0.7271423868387918,324
program,0.9281928917211585,7145
costs,0.0,5748
accomplishes,0.2519083646484581,38
according,0.0,6848
director,0.0,3322
probably,0.0,4317
correct,0.8699066084830271,1559
intense,0.5660666291792095,495
extended,0.0,800
litigation,0.0,546
imposing,0.0,489
significantly,0.0,827
expensive,0.36074448555016264,1631
sentencing,0.42808937014694093,382
someone,0.23015809979637716,3838
life,0.4930708422455271,11878
parole,0.848588429652112,168
licensing,0.0,790
stations,0.0,1260
inseparable,0.8682936858921162,31
measure,0.5423551207598657,2140
elimination,0.4958274058515206,344
governmental,0.8385020897094014,1047
evaluation,0.27124144961112934,319
content,0.17172309550920709,1631
low,0.0,4748
section,0.0,1240
westminster,0.41049425589915184,35
place,0.5343361856350689,6580
private,0.0,12890
crime,0.31227101829813403,4820
rate,0.28443938726451923,5559
far,0.41478878381837897,9165
lower,0.5008272802868652,3287
adjacent,0.38302298912835514,142
streets,0.0,1158
relying,0.0,364
city,0.4522514155522095,11389
patrolling,0.4189339746034428,40
received,0.0,2635
avenue,0.0,330
block,0.0,1047
south,0.0,3925
washington,0.0,8247
boulevard,0.7368613476990834,43
north,0.0,2928
theodore,0.0,171
gage,0.0,14
street,0.0,3445
wise,0.3550632312184274,494
louis,0.0,618
dale,0.0,154
outlaw,0.33092290064257046,220
black,0.5372306328532596,5941
widow,0.7781955708227224,80
spiders,0.0,17
they,0.4452389118496921,6
dangerous,0.0,2092
law,0.3046339953330894,18243
safety,0.0,2996
advocate,0.9462806957541223,995
what,0.5052915017353329,9
skin,0.4250949912020155,350
cancer,0.7344895194182691,2130
laws,0.0,7566
hats,0.6162850667852101,113
sunglasses,0.0,35
sunny,0.41731393932770683,74
patrick,0.9214911503780725,455
cox,0.5418303019328344,388
assessor,0.44892659344400054,19
silliness,0.1834889284784485,36
august,0.0,2051
california,0.2937331312176095,7316
sen,0.0,2442
kamala,0.24472181622378267,101
harris,0.20349030225855344,585
presidential,0.1237916822577742,3266
january,0.0,2806
clich,0.26615687888660877,211
ridden,0.4170263234265247,188
memoir,0.0,215
published,0.0,3409
kid,0.2331064734074733,621
superheroes,0.8660988949168885,45
everywhere,0.27283707039332145,825
admire,0.0,159
chutzpah,0.0,15
takes,0.0,2761
put,0.0,6931
picture,0.6400337603475155,1569
cover,0.0,2235
directly,0.0,1904
word,0.250840080819079,2500
superhero,0.5646076179601384,142
comes,0.0,3804
tradition,0.0,1361
blood,0.34016774314012843,1267
relations,0.8199549763702311,1356
neighbors,0.6878610552169326,769
fellow,0.8172120815241419,1879
lawyers,0.0,1737
short,0.33284391589396733,4126
drags,0.0,38
tempted,0.0,173
young,0.0,4573
dash,0.0,52
classic,0.22373802806513665,861
flick,0.46685225167333727,53
mom,0.38092921218266373,408
everyone,0.4328463581383271,3789
special,0.7393551762525601,3735
final,0.919531748329376,1928
declares,0.0,426
childhood,0.7593851630886314,421
photos,0.0,388
timeline,0.0,55
appears,0.0,1694
every,0.2843321425340217,10779
pretty,0.0,1832
reader,0.34864020051812594,1482
meant,0.6882134460466496,1497
understand,0.6169577070427066,2800
hero,0.0,770
international,0.0,4084
phone,0.0,1716
video,0.2094911707652294,2230
conferences,0.9404357141894664,288
data,0.7534110821270541,4550
transfers,0.0,273
putting,0.0,1236
dent,0.0,79
reps,0.0,139
tom,0.6711140698475151,1280
edward,0.35603301659282927,684
markey,0.29535737680562674,59
help,0.3209465504654488,5651
increase,0.5513145376986143,4771
competition,0.0,3894
satellite,0.0,763
sector,0.4943272636143696,2242
telecommunications,0.5044942428500622,511
market,0.268943883061989,15396
nations,0.0,2289
led,0.0,3098
created,0.6566213881673036,3277
organization,0.20072212059765013,2953
corporation,0.0,1499
chartered,0.0,72
member,0.0,2383
jointly,0.0,144
owned,0.45071398098657905,1946
signatories,0.9532987045718033,45
affiliated,0.681067192387687,167
sanctioned,0.0,216
telecom,0.0,137
monopolies,0.0,517
provide,0.0,4264
telephone,0.0,1110
services,0.0,5549
today,0.0,7771
operates,0.5492625551333286,411
network,0.0,1975
satellites,0.6797604586404189,364
providing,0.3246959472809403,1445
voice,0.4612408110041587,1135
connections,0.36764209557311456,419
maintains,0.0,408
global,0.0,2375
selling,0.0,2238
space,0.2480764127344908,3945
networks,0.5693527814839114,964
sell,0.0,2940
operating,0.22259969425988693,1228
markets,0.0,3804
purchase,0.0,1250
communications,0.31476872660991684,1697
comsat,0.823882778930149,65
privately,0.8460195975312377,777
held,0.7429872399662235,3304
tightly,0.0,197
regulated,0.0,949
monopoly,0.0,2234
owns,0.0,533
deploy,0.0,150
bypass,0.26253702451173017,158
customers,0.2762879714036358,1982
local,0.0,7437
gaining,0.14331919264318774,316
relatively,0.0,1838
deregulated,0.8948967011120724,204
poses,0.0,302
problems,0.17697725741528403,5624
countries,0.0,4499
license,0.0,1361
operate,0.0,1095
nationwide,0.0,834
allow,0.0,3049
reduce,0.0,2556
prices,0.0,4803
charge,0.0,2225
consumers,0.0,2760
compete,0.0,899
seeks,0.20906089705450626,542
privatize,0.06389415961865623,216
breaking,0.29079459998171725,822
several,1.0,6157
corporations,1.0,1492
operated,1.0,579
end,0.2910557546439422,7923
brings,0.6354681067920178,796
outer,0.0,169
better,0.0,8704
cheaper,0.0,636
uses,0.8652517823637025,1732
legislation,0.2745748047942208,3157
recent,0.15939494556095885,5821
restrict,0.37737107060091785,601
legally,0.2257876936964694,1084
firearms,0.0,632
making,0.0,6694
easier,0.1635388212882913,1212
carry,0.0,1515
concealed,0.4593283867448233,232
weapons,0.0,2100
contrary,0.09520513215659933,1297
gun,0.0,3806
control,0.0,9235
permit,0.0,1153
reform,0.2600550186795181,3929
judges,0.0,1121
issue,0.6533488591323156,8045
permits,0.16682069929281984,721
allowing,0.0,1507
handguns,0.48577015877439866,271
applicant,0.8961772214119197,149
younger,0.4661131208541855,648
awaiting,0.0,172
trial,0.0,2232
misdemeanor,0.927214350046749,178
felony,0.04917104821577907,367
violent,0.0,1646
subject,0.0,3251
court,0.0,12157
order,0.0,6092
prohibiting,0.0,389
owning,0.3595281903098264,236
using,0.8378267411643036,4360
started,0.0,3083
wave,0.45290043682456016,991
reforms,0.5747120360948812,1428
granted,0.0,1113
applicants,0.0,366
roughly,0.7626605618521123,890
meet,0.6233991514234892,1792
tests,0.33652294029572016,1132
excludes,0.0,84
mental,0.0,1535
patients,0.0,1943
substance,0.558336704129377,774
abusers,0.21163680638453902,63
pass,0.0,1915
passed,0.2981685973591286,3249
similarly,0.0,1191
liberalized,0.4122727023301947,83
opponents,0.0,1322
liberalizing,0.6708856983838664,53
asserted,0.0,351
known,0.8976484828215241,4360
homicide,0.0,252
average,0.22058982353054496,3964
took,0.6582790873012158,4492
effect,0.0,4357
rates,0.0,5013
dropped,0.7935187978200408,1157
study,0.8398588329256258,5940
clayton,0.0,116
cramer,0.42286349192599615,28
david,0.44883365226424826,2944
kopel,0.0,103
colorado,0.0,1054
based,0.0,7586
independence,0.0,1150
equaled,0.0,28
nation,0.905408272196002,5346
paralleled,0.5420612939852139,20
trends,0.0,1261
gone,0.21718252585552997,2024
dramatically,0.0,766
compares,0.31679407317258484,176
county,0.576603174397014,3413
discretion,0.22680548685466265,344
divides,0.30681945974407315,91
counties,0.0,460
population,0.4182715540426918,3387
restricted,0.0,522
aggravated,0.5968353277718667,99
assault,0.0,1174
murder,0.817405173498713,1259
rape,0.358939498729368,852
robbery,0.0,249
restrictive,0.43587433874710363,395
areas,0.5180934735335994,3190
texas,0.27844912973285085,2296
announced,0.424258031179642,2627
tuesday,0.8914700769702549,1660
filing,0.3494624594856686,364
lawsuit,0.0,906
supreme,0.716728540188677,4466
